STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,TOTAL ELECTORS,TOTAL VOTING,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY
Gujarat,Sabarkantha,solanki chhaganbhai kevlabhai,0,IND,Kettle,MALE,0.0,78.0,ST,Post Graduate,Unknown,Unknown,7539,12,7551,1980797,1248282,0.38,0.6
Gujarat,Sabarkantha,vijaysinh navalsinh chauhan,0,IND,Truck,MALE,0.0,33.0,GENERAL,8th Pass,"Rs 1,70,75,756~ 1 Crore+","Rs 2,55,000~ 2 Lacs+",6692,29,6721,1980797,1248282,0.34,0.54
Gujarat,Sabarkantha,bhavnaba narendrasinh parmar,0,IND,Telephone,FEMALE,0.0,45.0,GENERAL,12th Pass,"Rs 34,22,000~ 34 Lacs+","Rs 11,43,025~ 11 Lacs+",5365,94,5459,1980797,1248282,0.28,0.44
Gujarat,Sabarkantha,anilkumar niranjankumar mundada,0,LGP,Box,MALE,0.0,44.0,GENERAL,Graduate Professional,"Rs 53,86,596~ 53 Lacs+","Rs 44,50,000~ 44 Lacs+",5225,22,5247,1980797,1248282,0.26,0.42
Gujarat,Sabarkantha,mustakbhai jamalbhai sanghani,0,IND,Batsman,MALE,1.0,56.0,GENERAL,10th Pass,Unknown,Unknown,3196,7,3203,1980797,1248282,0.16,0.26
Gujarat,Sabarkantha,katara varunkumar kalyansinh,0,GSNJP,CCTV Camera,MALE,0.0,29.0,ST,Graduate,Unknown,Unknown,2717,56,2773,1980797,1248282,0.14,0.22
Gujarat,Sabarkantha,rakeshsinh mahobatsinh zala,0,BTJP,Trumpet,MALE,0.0,32.0,GENERAL,8th Pass,"Rs 10,72,250~ 10 Lacs+",Rs 0~,1882,69,1951,1980797,1248282,0.1,0.16
Gujarat,Sabarkantha,pandor kaushikkumar shankarbhai,0,IND,Chakki,MALE,0.0,40.0,ST,Graduate Professional,"Rs 66,65,000~ 66 Lacs+",Rs 0~,1782,45,1827,1980797,1248282,0.09,0.15
Gujarat,Sabarkantha,ashok l vaghela,0,IND,Ship,MALE,0.0,52.0,GENERAL,8th Pass,"Rs 70,67,038~ 70 Lacs+","Rs 9,32,000~ 9 Lacs+",1673,15,1688,1980797,1248282,0.09,0.14
Gujarat,Sabarkantha,kanubhai khimjibhai gadhavi,0,IND,Tiller,MALE,1.0,51.0,GENERAL,12th Pass,"Rs 45,71,000~ 45 Lacs+","Rs 6,00,000~ 6 Lacs+",1467,38,1505,1980797,1248282,0.08,0.12
Gujarat,Sabarkantha,thakor indiraben jitendrasinh,0,ISP,Laptop,FEMALE,0.0,63.0,GENERAL,5th Pass,"Rs 60,50,000~ 60 Lacs+",Rs 0~,1402,34,1436,1980797,1248282,0.07,0.12
Gujarat,Gandhinagar,amit shah,1,BJP,Lotus,MALE,3.0,59.0,GENERAL,12th Pass,"Rs 65,67,12,498~ 65 Crore+","Rs 42,09,587~ 42 Lacs+",999984,10988,1010972,2183402,1299797,46.3,77.78
Gujarat,Gandhinagar,sonal ramanbhai patel,0,INC,Hand,FEMALE,0.0,64.0,GENERAL,Post Graduate,"Rs 17,59,84,810~ 17 Crore+","Rs 1,48,03,218~ 1 Crore+",261411,4845,266256,2183402,1299797,12.19,20.48
Gujarat,Gandhinagar,mohammedanish desai,0,BSP,Elephant,MALE,0.0,60.0,GENERAL,Graduate Professional,"Rs 85,46,000~ 85 Lacs+",Rs 0~,7272,122,7394,2183402,1299797,0.34,0.57
Gujarat,Gandhinagar,shahnawazkhan sultankhan pathan,0,IND,Football player,MALE,0.0,25.0,GENERAL,8th Pass,"Rs 15,85,780~ 15 Lacs+","Rs 13,56,900~ 13 Lacs+",2325,7,2332,2183402,1299797,0.11,0.18
Gujarat,Gandhinagar,malek makbul shakib,0,IND,Auto- rickshaw,MALE,0.0,44.0,GENERAL,10th Pass,Unknown,Unknown,2052,6,2058,2183402,1299797,0.09,0.16
Gujarat,Gandhinagar,thakor jitendrasinh jashavantsinh,0,ISP,Table,MALE,0.0,55.0,GENERAL,Graduate Professional,"Rs 63,00,000~ 63 Lacs+",Rs 0~,1949,60,2009,2183402,1299797,0.09,0.15
Gujarat,Gandhinagar,parikh rajivbhai kalabhai,0,IND,Cot,MALE,0.0,72.0,SC,Graduate,"Rs 1,20,88,000~ 1 Crore+","Rs 54,000~ 54 Thou+",1719,32,1751,2183402,1299797,0.08,0.13
Gujarat,Gandhinagar,mansuri suhana,0,IND,Camera,FEMALE,0.0,55.0,GENERAL,10th Pass,"Rs 57,25,000~ 57 Lacs+",Rs 0~,1437,16,1453,2183402,1299797,0.07,0.11
Gujarat,Gandhinagar,maurya sumitra devnarian,0,PAP,Diamond,FEMALE,0.0,43.0,GENERAL,Post Graduate,"Rs 29,36,484~ 29 Lacs+","Rs 5,43,743~ 5 Lacs+",1205,12,1217,2183402,1299797,0.06,0.09
Gujarat,Gandhinagar,umadiya alibhai rajabhai,0,IND,Hand cart,MALE,0.0,70.0,GENERAL,Illiterate,"Rs 31,32,000~ 31 Lacs+","Rs 1,50,000~ 1 Lacs+",1004,5,1009,2183402,1299797,0.05,0.08
Gujarat,Gandhinagar,rahul chimanbhai mehta,0,RTORP,Pressure cooker,MALE,0.0,55.0,GENERAL,Post Graduate,"Rs 5,03,04,024~ 5 Crore+",Rs 0~,982,19,1001,2183402,1299797,0.05,0.08
Gujarat,Gandhinagar,pathan imtiyajkhan,0,IND,Refrigerator,MALE,3.0,40.0,GENERAL,5th Pass,"Rs 1,01,000~ 1 Lacs+",Rs 0~,786,56,842,2183402,1299797,0.04,0.06
Gujarat,Gandhinagar,bagvan bahadurshah gulmohammad,0,IND,Stumps,MALE,0.0,58.0,GENERAL,Literate,"Rs 15,60,000~ 15 Lacs+",Rs 0~,755,16,771,2183402,1299797,0.04,0.06
Gujarat,Gandhinagar,navsadalam ibrahimbhai malek,0,IND,Computer,MALE,1.0,39.0,GENERAL,Literate,"Rs 2,54,28,628~ 2 Crore+","Rs 5,52,000~ 5 Lacs+",726,6,732,2183402,1299797,0.03,0.06
Gujarat,Ahmedabad East,hasmukhbhai patel (h.s.patel),1,BJP,Lotus,MALE,0.0,63.0,GENERAL,12th Pass,"Rs 8,64,70,298~ 8 Crore+","Rs 1,35,15,602~ 1 Crore+",763028,7431,770459,2040263,1117836,37.76,68.92
Gujarat,Ahmedabad East,himmatsinh prahladsinh patel,0,INC,Hand,MALE,2.0,62.0,GENERAL,8th Pass,"Rs 11,48,82,848~ 11 Crore+","Rs 60,12,313~ 60 Lacs+",303713,4991,308704,2040263,1117836,15.13,27.62
