STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,TOTAL ELECTORS,TOTAL VOTING,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY
Maharashtra,Ahmednagar,madan kanifnath sonvane,0,RTORP,Pressure cooker,MALE,0.0,34.0,GENERAL,Post Graduate,Unknown,Unknown,1445,6,1451,1988934,1322195,0.07,0.11
Maharashtra,Ahmednagar,dr. kailash nivrutti jadhav,0,MVA,Gas cylinder,MALE,0.0,55.0,GENERAL,Post Graduate,"Rs 25,16,350~ 25 Lacs+","Rs 26,66,800~ 26 Lacs+",1425,10,1435,1988934,1322195,0.07,0.11
Maharashtra,Ahmednagar,kothari ravindra lilachand,0,RTJNMS,Whistle,MALE,0.0,57.0,GENERAL,Graduate,"Rs 2,09,53,530~ 2 Crore+","Rs 1,46,25,394~ 1 Crore+",1330,3,1333,1988934,1322195,0.07,0.1
Maharashtra,Ahmednagar,adv. shivajirao waman damale (ex. sgt of iaf),0,SaSP,Bangles,MALE,0.0,69.0,GENERAL,Unknown,Unknown,Unknown,1093,11,1104,1988934,1322195,0.06,0.08
Maharashtra,Ahmednagar,gangadhar haribhau kolekar,0,IND,Chakki,MALE,1.0,45.0,GENERAL,12th Pass,"Rs 15,03,983~ 15 Lacs+",Rs 0~,1059,0,1059,1988934,1322195,0.05,0.08
Maharashtra,Ahmednagar,dattatray appa waghmode,0,RaJPa,Telephone,MALE,0.0,55.0,GENERAL,5th Pass,"Rs 1,76,70,000~ 1 Crore+","Rs 3,00,000~ 3 Lacs+",868,5,873,1988934,1322195,0.04,0.07
Maharashtra,Ahmednagar,wable bhausaheb bapurao,0,BHRJWNKP,Gift pack,MALE,0.0,60.0,GENERAL,Graduate,"Rs 1,03,70,746~ 1 Crore+","Rs 5,85,000~ 5 Lacs+",790,11,801,1988934,1322195,0.04,0.06
Maharashtra,Ahmednagar,shekatkar anil ganpat,0,IND,Road roller,MALE,2.0,49.0,SC,8th Pass,"Rs 1,88,500~ 1 Lacs+","Rs 75,000~ 75 Thou+",702,0,702,1988934,1322195,0.04,0.05
Maharashtra,Ahmednagar,adv. mahendra dadasaheb shinde,0,IND,Bat,MALE,1.0,44.0,SC,Post Graduate,"Rs 32,234~ 32 Thou+",Rs 0~,674,1,675,1988934,1322195,0.03,0.05
Maharashtra,Ahmednagar,bilal gafur shaikh,0,IND,Apple,MALE,0.0,46.0,GENERAL,8th Pass,"Rs 7,36,800~ 7 Lacs+",Rs 0~,531,0,531,1988934,1322195,0.03,0.04
Maharashtra,Ahmednagar,raosaheb shankar kale,0,IND,Cot,MALE,0.0,51.0,GENERAL,10th Pass,"Rs 7,15,500~ 7 Lacs+","Rs 25,00,000~ 25 Lacs+",370,2,372,1988934,1322195,0.02,0.03
Maharashtra,Shirdi,bhausaheb rajaram wakchaure,1,SHSUBT,Flaming torch,MALE,0.0,74.0,SC,Graduate Professional,"Rs 9,75,19,221~ 9 Crore+","Rs 24,32,000~ 24 Lacs+",475637,1263,476900,1680067,1054484,28.39,45.23
Maharashtra,Shirdi,lokhande sadashiv kisan,0,SHS,Bow and arrow,MALE,0.0,61.0,SC,10th Pass,"Rs 21,31,91,187~ 21 Crore+","Rs 2,74,30,902~ 2 Crore+",425498,873,426371,1680067,1054484,25.38,40.43
Maharashtra,Shirdi,utkarsha premanand rupwate,0,VBA,Pressure cooker,FEMALE,0.0,40.0,SC,Post Graduate,"Rs 65,82,500~ 65 Lacs+","Rs 33,33,262~ 33 Lacs+",90748,181,90929,1680067,1054484,5.41,8.62
Maharashtra,Shirdi,bhausaheb ramnath wakchaure,0,IND,Mike,MALE,0.0,44.0,SC,5th Pass,"Rs 4,29,317~ 4 Lacs+",Rs 0~,13973,33,14006,1680067,1054484,0.83,1.33
Maharashtra,Shirdi,ramchandra namdev jadhav,0,BSP,Elephant,MALE,4.0,63.0,SC,Post Graduate,"Rs 4,92,64,066~ 4 Crore+","Rs 2,80,57,434~ 2 Crore+",7000,40,7040,1680067,1054484,0.42,0.67
Maharashtra,Shirdi,ravindra kallayya swamy,0,IND,Truck,MALE,0.0,47.0,SC,Graduate Professional,"Rs 52,76,35,216~ 52 Crore+","Rs 5,44,50,000~ 5 Crore+",5536,1,5537,1680067,1054484,0.33,0.53
Maharashtra,Shirdi,abhijeet ashokrao pote,0,IND,Whistle,MALE,0.0,37.0,SC,Graduate,"Rs 54,37,898~ 54 Lacs+","Rs 31,42,900~ 31 Lacs+",4761,15,4776,1680067,1054484,0.28,0.45
Maharashtra,Shirdi,bharat sambhaji bhosle,0,SAP,Battery Torch,MALE,0.0,40.0,SC,12th Pass,"Rs 28,06,500~ 28 Lacs+",Rs 0~,3395,8,3403,1680067,1054484,0.2,0.32
Maharashtra,Shirdi,satish bhiva pawar,0,IND,Trumpet,MALE,0.0,39.0,SC,10th Pass,"Rs 11,04,000~ 11 Lacs+",Rs 0~,2765,6,2771,1680067,1054484,0.16,0.26
Maharashtra,Shirdi,gangadhar rajaram kadam,0,IND,Ganna kisan,MALE,0.0,62.0,SC,Graduate,Unknown,Unknown,2743,14,2757,1680067,1054484,0.16,0.26
Maharashtra,Shirdi,bagul goraksha tanhaji,0,IND,Tiller,MALE,0.0,40.0,SC,Post Graduate,Unknown,Unknown,2658,2,2660,1680067,1054484,0.16,0.25
Maharashtra,Shirdi,prashant vasant nikam,0,IND,Sewing machine,MALE,0.0,31.0,SC,Post Graduate,"Rs 32,400~ 32 Thou+",Rs 0~,2542,3,2545,1680067,1054484,0.15,0.24
Maharashtra,Shirdi,adv nitin dadahari pol,0,BUJNBHRTP,Bat,MALE,0.0,48.0,SC,Post Graduate,Unknown,Unknown,2517,15,2532,1680067,1054484,0.15,0.24
Maharashtra,Shirdi,rajendra ratnakar waghmare,0,RaJPa,Batsman,MALE,0.0,63.0,SC,Graduate,"Rs 30,18,00,000~ 30 Crore+","Rs 50,00,000~ 50 Lacs+",2500,5,2505,1680067,1054484,0.15,0.24
Maharashtra,Shirdi,adv sidharth deepak bodhak,0,IND,Road roller,MALE,0.0,36.0,SC,Graduate Professional,"Rs 13,38,000~ 13 Lacs+",Rs 0~,2202,2,2204,1680067,1054484,0.13,0.21
Maharashtra,Shirdi,chandrakant sambhaji donde,0,IND,Stool,MALE,2.0,29.0,SC,10th Pass,"Rs 1,75,000~ 1 Lacs+",Rs 0~,2074,6,2080,1680067,1054484,0.12,0.2
Maharashtra,Shirdi,ashok ramchandra alhat,0,IND,Gas cylinder,MALE,0.0,58.0,SC,Graduate,"Rs 1,04,000~ 1 Lacs+",Rs 0~,1794,4,1798,1680067,1054484,0.11,0.17
Maharashtra,Shirdi,khajekar vijayrao govindrao,0,IND,Auto- rickshaw,MALE,0.0,53.0,SC,Graduate Professional,"Rs 85,41,837~ 85 Lacs+",Rs 0~,1555,2,1557,1680067,1054484,0.09,0.15
Maharashtra,Shirdi,kharat nachiket raghunath,0,IND,Black board,MALE,0.0,35.0,SC,Post Graduate,"Rs 22,63,440~ 22 Lacs+","Rs 10,00,000~ 10 Lacs+",1146,4,1150,1680067,1054484,0.07,0.11
Maharashtra,Shirdi,sanjay popat bhalerao,0,IND,Cot,MALE,0.0,36.0,SC,10th Pass,Unknown,Unknown,958,5,963,1680067,1054484,0.06,0.09
Maharashtra,Beed,bajrang manohar sonwane,1,NCPSP,Man blowing turha,MALE,0.0,53.0,GENERAL,Graduate,"Rs 28,92,78,459~ 28 Crore+","Rs 7,75,15,217~ 7 Crore+",682532,1418,683950,2147063,1520208,31.86,44.99
Maharashtra,Beed,pankaja gopinathrao munde,0,BJP,Lotus,FEMALE,2.0,44.0,GENERAL,Graduate,"Rs 46,11,33,976~ 46 Crore+","Rs 27,03,80,026~ 27 Crore+",675349,2048,677397,2147063,1520208,31.55,44.56
Maharashtra,Beed,ashok bhagoji thorat,0,BAHUMP,Trumpet,MALE,0.0,40.0,SC,8th Pass,"Rs 6,50,000~ 6 Lacs+",Rs 0~,54829,21,54850,2147063,1520208,2.55,3.61
Maharashtra,Beed,ashok sukhdev hinge,0,VBA,Gas cylinder,MALE,3.0,52.0,GENERAL,Post Graduate,Unknown,Unknown,50741,126,50867,2147063,1520208,2.37,3.35
Maharashtra,Beed,shaikh tousif abdul sattar,0,IND,Gramophone,MALE,0.0,37.0,GENERAL,Post Graduate,"Rs 4,05,000~ 4 Lacs+",Rs 0~,9472,0,9472,2147063,1520208,0.44,0.62
Maharashtra,Beed,dr. siddharth rajendra takankar,0,BSP,Elephant,MALE,0.0,43.0,SC,Doctorate,"Rs 18,53,000~ 18 Lacs+","Rs 7,98,655~ 7 Lacs+",5092,19,5111,2147063,1520208,0.24,0.34
Maharashtra,Beed,shamsher khan saheb khan pathan,0,IND,Battery Torch,MALE,1.0,68.0,GENERAL,Illiterate,Unknown,Unknown,4704,0,4704,2147063,1520208,0.22,0.31
Maharashtra,Beed,javed sikandar momin,0,IND,Iron,MALE,0.0,43.0,GENERAL,8th Pass,Unknown,Unknown,2662,0,2662,2147063,1520208,0.12,0.18
Maharashtra,Beed,nazem khan jabbar khan pathan,0,IND,Baby walker,MALE,0.0,63.0,GENERAL,Unknown,Unknown,Unknown,2586,0,2586,2147063,1520208,0.12,0.17
Maharashtra,Beed,gokul bapurao sawase,0,IND,Air conditioner,MALE,0.0,33.0,GENERAL,10th Pass,"Rs 8,96,249~ 8 Lacs+","Rs 3,78,734~ 3 Lacs+",2576,1,2577,2147063,1520208,0.12,0.17
Maharashtra,Beed,gaffarkhan jabbarkhan pathan,0,IND,Coconut farm,MALE,0.0,58.0,GENERAL,8th Pass,"Rs 7,24,000~ 7 Lacs+","Rs 80,000~ 80 Thou+",2561,2,2563,2147063,1520208,0.12,0.17
Maharashtra,Beed,datta sudam gaikwad,0,IND,Apple,MALE,0.0,39.0,GENERAL,Graduate,"Rs 42,05,000~ 42 Lacs+",Rs 0~,2130,0,2130,2147063,1520208,0.1,0.14
Maharashtra,Beed,satish padmakar kapse,0,IND,Computer,MALE,0.0,45.0,SC,Graduate,"Rs 8,05,948~ 8 Lacs+","Rs 8,38,000~ 8 Lacs+",2098,1,2099,2147063,1520208,0.1,0.14
Maharashtra,Beed,karuna dhananjay munde,0,SSS,Diamond,FEMALE,1.0,44.0,GENERAL,Others,"Rs 9,95,76,064~ 9 Crore+","Rs 64,00,000~ 64 Lacs+",1594,5,1599,2147063,1520208,0.07,0.11
Maharashtra,Beed,dr. shriram vitthalrao khalge,0,IND,Road roller,MALE,1.0,69.0,SC,Others,"Rs 79,11,000~ 79 Lacs+","Rs 21,92,403~ 21 Lacs+",1512,0,1512,2147063,1520208,0.07,0.1
Maharashtra,Beed,adv. ganesh navnathrao karande,0,IND,Ganna kisan,MALE,0.0,38.0,GENERAL,Post Graduate,"Rs 5,10,452~ 5 Lacs+",Rs 0~,1506,2,1508,2147063,1520208,0.07,0.1
Maharashtra,Beed,shital shivaji dhondre,0,IND,Gas Stove,FEMALE,0.0,33.0,GENERAL,Graduate,"Rs 15,26,977~ 15 Lacs+","Rs 19,44,914~ 19 Lacs+",1302,1,1303,2147063,1520208,0.06,0.09
Maharashtra,Beed,shaikh yashed shaikh tayyab,0,IND,Bead necklace,MALE,0.0,39.0,GENERAL,Graduate Professional,"Rs 1,07,500~ 1 Lacs+",Rs 0~,1258,0,1258,2147063,1520208,0.06,0.08
Maharashtra,Beed,jawed saleem syed,0,TPSTP,Pressure cooker,MALE,0.0,37.0,GENERAL,8th Pass,Unknown,Unknown,972,6,978,2147063,1520208,0.05,0.06
Maharashtra,Beed,prakash bhagwanrao solanke,0,IND,Room cooler,MALE,0.0,59.0,GENERAL,5th Pass,"Rs 3,55,000~ 3 Lacs+",Rs 0~,885,1,886,2147063,1520208,0.04,0.06
Maharashtra,Beed,chandrakant kumar hajare,0,MVA,Whistle,MALE,0.0,46.0,GENERAL,Graduate,"Rs 40,000~ 40 Thou+",Rs 0~,800,3,803,2147063,1520208,0.04,0.05
Maharashtra,Beed,salauddin khan pathan,0,IND,Pen nib with seven rays,MALE,0.0,48.0,GENERAL,Literate,"Rs 1,80,000~ 1 Lacs+",Rs 0~,724,0,724,2147063,1520208,0.03,0.05
Maharashtra,Beed,kaspate ganesh vyankatrao,0,IND,Rubber stamp,MALE,0.0,33.0,GENERAL,Post Graduate,"Rs 77,534~ 77 Thou+",Rs 0~,719,0,719,2147063,1520208,0.03,0.05
Maharashtra,Beed,mubeen zuberi zaheer ul afaque,0,IND,Batsman,MALE,0.0,29.0,GENERAL,Others,"Rs 28,000~ 28 Thou+",Rs 0~,675,1,676,2147063,1520208,0.03,0.04
Maharashtra,Beed,wasim shaikh salim shaikh,0,IND,Cauliflower,MALE,0.0,40.0,GENERAL,8th Pass,"Rs 90,000~ 90 Thou+","Rs 3,79,055~ 3 Lacs+",579,1,580,2147063,1520208,0.03,0.04
Maharashtra,Beed,shaikh ejaj shaikh umar,0,IND,Envelope,MALE,0.0,45.0,GENERAL,12th Pass,"Rs 5,25,000~ 5 Lacs+",Rs 0~,550,0,550,2147063,1520208,0.03,0.04
Maharashtra,Beed,shesherao chokhoba veer,0,PRCP,Carrom board,MALE,0.0,59.0,SC,Graduate,Rs 500~ 5 Hund+,Rs 0~,537,0,537,2147063,1520208,0.03,0.04
Maharashtra,Beed,tate mahendra ashok,0,ARP,Bat,MALE,0.0,38.0,SC,Graduate,Nil,Rs 0~,531,2,533,2147063,1520208,0.02,0.04
Maharashtra,Beed,mustafa mainoddin shaikh,0,IND,Basket containing Fruits,MALE,0.0,48.0,GENERAL,10th Pass,"Rs 8,000~ 8 Thou+",Rs 0~,531,0,531,2147063,1520208,0.02,0.03
Maharashtra,Beed,suleman khairoddin mohmmad,0,IND,Bench,MALE,0.0,47.0,GENERAL,5th Pass,"Rs 8,000~ 8 Thou+",Rs 0~,522,0,522,2147063,1520208,0.02,0.03
Maharashtra,Beed,hidayat sadekh ali syed,0,IND,Auto- rickshaw,MALE,0.0,48.0,GENERAL,8th Pass,"Rs 21,70,000~ 21 Lacs+",Rs 0~,448,0,448,2147063,1520208,0.02,0.03
Maharashtra,Beed,rajendra achyutrao hoke,0,IND,Television,MALE,2.0,40.0,GENERAL,12th Pass,"Rs 7,90,000~ 7 Lacs+","Rs 3,60,000~ 3 Lacs+",427,0,427,2147063,1520208,0.02,0.03
Maharashtra,Beed,adv. manik bansi aadmane,0,BARESP,Nagrik,MALE,1.0,50.0,SC,Post Graduate,Unknown,Unknown,425,1,426,2147063,1520208,0.02,0.03
Maharashtra,Beed,vachisht uddhav kute,0,IND,Matchbox,MALE,0.0,51.0,GENERAL,Graduate,"Rs 3,00,000~ 3 Lacs+",Rs 0~,414,0,414,2147063,1520208,0.02,0.03
Maharashtra,Beed,adv. sharad bahinaji kamble,0,AINRS,Ring,MALE,0.0,44.0,SC,Post Graduate,"Rs 4,06,000~ 4 Lacs+",Rs 0~,393,3,396,2147063,1520208,0.02,0.03
Maharashtra,Beed,bhaskar bansidharrao khande,0,IND,Bangles,MALE,0.0,56.0,GENERAL,Graduate,"Rs 65,08,410~ 65 Lacs+","Rs 2,41,000~ 2 Lacs+",390,0,390,2147063,1520208,0.02,0.03
Maharashtra,Beed,raheman bahoddin sayyed,0,IND,Ship,MALE,0.0,53.0,GENERAL,10th Pass,Unknown,Unknown,384,0,384,2147063,1520208,0.02,0.03
Maharashtra,Beed,laxmibai bajirao more,0,IND,Sewing machine,FEMALE,0.0,47.0,GENERAL,Literate,"Rs 86,000~ 86 Thou+",Rs 0~,382,0,382,2147063,1520208,0.02,0.03
Maharashtra,Beed,syed minhaj ali,0,IND,Balloon,MALE,0.0,49.0,GENERAL,12th Pass,"Rs 16,60,000~ 16 Lacs+","Rs 1,50,000~ 1 Lacs+",310,0,310,2147063,1520208,0.01,0.02
Maharashtra,Beed,salim allabaksha sayyad,0,IND,Almirah,MALE,0.0,36.0,GENERAL,10th Pass,"Rs 6,50,000~ 6 Lacs+",Rs 0~,238,0,238,2147063,1520208,0.01,0.02
Maharashtra,Beed,sadek ibrahim shaikh,0,IND,Belt,MALE,0.0,35.0,GENERAL,8th Pass,"Rs 2,81,600~ 2 Lacs+",Rs 0~,206,0,206,2147063,1520208,0.01,0.01
Maharashtra,Osmanabad,omprakash bhupalsinh alias pavan rajenimbalkar,1,SHSUBT,Flaming torch,MALE,2.0,40.0,GENERAL,Graduate Professional,"Rs 7,53,25,549~ 7 Crore+","Rs 2,51,709~ 2 Lacs+",743597,5155,748752,1996484,1276754,37.5,58.64
Maharashtra,Osmanabad,archana ranajagjitsinh patil,0,NCP,Clock,FEMALE,0.0,52.0,GENERAL,Graduate Professional,"Rs 45,76,39,499~ 45 Crore+","Rs 6,45,16,577~ 6 Crore+",416699,2207,418906,1996484,1276754,20.98,32.81
Maharashtra,Osmanabad,andhalkar bhausaheb raosaheb,0,VBA,Pressure cooker,MALE,11.0,66.0,GENERAL,Graduate,"Rs 2,93,30,000~ 2 Crore+","Rs 92,44,589~ 92 Lacs+",33221,181,33402,1996484,1276754,1.67,2.62
Maharashtra,Osmanabad,govardhan subrao nimbalkar,0,IND,Chimney,MALE,0.0,76.0,GENERAL,5th Pass,"Rs 12,36,000~ 12 Lacs+",Rs 0~,18947,19,18966,1996484,1276754,0.95,1.49
Maharashtra,Osmanabad,dnyaneshwar naganathrao koli,0,SAP,Battery Torch,MALE,0.0,58.0,ST,10th Pass,"Rs 41,62,000~ 41 Lacs+","Rs 87,196~ 87 Thou+",6459,13,6472,1996484,1276754,0.32,0.51
Maharashtra,Osmanabad,kakasaheb sandipan khot,0,IND,Lady finger,MALE,0.0,54.0,ST,10th Pass,"Rs 14,67,000~ 14 Lacs+","Rs 30,000~ 30 Thou+",5707,8,5715,1996484,1276754,0.29,0.45
Maharashtra,Osmanabad,sanjaykumar bhagwat waghmare,0,BSP,Elephant,MALE,0.0,55.0,SC,Graduate,"Rs 1,63,00,000~ 1 Crore+","Rs 17,75,000~ 17 Lacs+",5525,90,5615,1996484,1276754,0.28,0.44
Maharashtra,Osmanabad,kaka fulchand kamble,0,IND,Bead necklace,MALE,0.0,31.0,GENERAL,12th Pass,"Rs 50,000~ 50 Thou+",Rs 0~,4807,4,4811,1996484,1276754,0.24,0.38
Maharashtra,Osmanabad,ram hanumant shendage,0,IND,Cauliflower,MALE,0.0,31.0,GENERAL,10th Pass,"Rs 70,000~ 70 Thou+",Rs 0~,3255,8,3263,1996484,1276754,0.16,0.26
Maharashtra,Osmanabad,umaji pandurang gaikwad,0,IND,Table,MALE,0.0,55.0,SC,10th Pass,Unknown,Unknown,3089,6,3095,1996484,1276754,0.16,0.24
Maharashtra,Osmanabad,gore netaji nagnath,0,DJHP,Whistle,MALE,1.0,67.0,GENERAL,Graduate Professional,"Rs 5,98,66,000~ 5 Crore+","Rs 9,00,000~ 9 Lacs+",2314,22,2336,1996484,1276754,0.12,0.18
Maharashtra,Osmanabad,hanumant laxman bondar,0,IND,Electric pole,MALE,0.0,37.0,GENERAL,8th Pass,"Rs 22,04,000~ 22 Lacs+","Rs 7,00,000~ 7 Lacs+",2170,2,2172,1996484,1276754,0.11,0.17
Maharashtra,Osmanabad,navnath dashrath upalekar,0,IND,Auto- rickshaw,MALE,0.0,74.0,GENERAL,10th Pass,"Rs 11,60,000~ 11 Lacs+",Rs 0~,2099,9,2108,1996484,1276754,0.11,0.17
Maharashtra,Osmanabad,siddik ibrahim baudiwale alias golabhai,0,AIMIM,Kite,MALE,0.0,45.0,GENERAL,5th Pass,"Rs 14,29,826~ 14 Lacs+",Rs 0~,2052,8,2060,1996484,1276754,0.1,0.16
Maharashtra,Osmanabad,arjun (dada) salgar,0,IND,Chess board,MALE,6.0,44.0,GENERAL,10th Pass,"Rs 4,82,000~ 4 Lacs+","Rs 19,00,000~ 19 Lacs+",1923,12,1935,1996484,1276754,0.1,0.15
Maharashtra,Osmanabad,aryanraje kisanrao shinde,0,RTSMJD,Ring,MALE,0.0,42.0,SC,Graduate Professional,Unknown,Unknown,1852,35,1887,1996484,1276754,0.09,0.15
Maharashtra,Osmanabad,shaikh naushad iqbal,0,SSS,Diamond,MALE,0.0,39.0,GENERAL,12th Pass,Unknown,Unknown,1671,15,1686,1996484,1276754,0.08,0.13
Maharashtra,Osmanabad,shamrao haribhau pawar,0,SMNKJP,Ship,MALE,0.0,35.0,GENERAL,10th Pass,"Rs 18,43,600~ 18 Lacs+",Rs 0~,1492,17,1509,1996484,1276754,0.08,0.12
Maharashtra,Osmanabad,yogiraj ananta tambe,0,IND,Trumpet,MALE,0.0,65.0,GENERAL,Illiterate,"Rs 25,68,226~ 25 Lacs+","Rs 1,16,000~ 1 Lacs+",1326,10,1336,1996484,1276754,0.07,0.1
Maharashtra,Osmanabad,somnath nanasaheb kamble,0,IND,Kettle,MALE,0.0,30.0,GENERAL,Graduate,"Rs 50,000~ 50 Thou+",Rs 0~,1262,6,1268,1996484,1276754,0.06,0.1
Maharashtra,Osmanabad,bhore nitin khandu,0,IND,Gas cylinder,MALE,0.0,29.0,GENERAL,10th Pass,"Rs 50,000~ 50 Thou+",Rs 0~,1195,9,1204,1996484,1276754,0.06,0.09
Maharashtra,Osmanabad,manohar anandrao patil,0,IND,Sewing machine,MALE,0.0,62.0,GENERAL,12th Pass,"Rs 10,25,000~ 10 Lacs+","Rs 40,000~ 40 Thou+",1182,8,1190,1996484,1276754,0.06,0.09
Maharashtra,Osmanabad,navnath vishwanath dudhal,0,VSP,Matchbox,MALE,0.0,62.0,GENERAL,Post Graduate,"Rs 1,03,00,000~ 1 Crore+","Rs 90,000~ 90 Thou+",1123,12,1135,1996484,1276754,0.06,0.09
Maharashtra,Osmanabad,nitesh shivaji pawar,0,HS,Hour glass,MALE,0.0,33.0,GENERAL,Graduate,"Rs 42,47,531~ 42 Lacs+","Rs 2,17,000~ 2 Lacs+",1060,19,1079,1996484,1276754,0.05,0.08
Maharashtra,Osmanabad,adv. vishvjeet vijaykumar shinde,0,ASGP,Bat,MALE,0.0,34.0,GENERAL,Post Graduate,"Rs 1,93,39,431~ 1 Crore+",Rs 0~,855,10,865,1996484,1276754,0.04,0.07
Maharashtra,Osmanabad,shayani navanath jadhav,0,IND,Road roller,FEMALE,0.0,41.0,SC,Post Graduate,"Rs 9,00,000~ 9 Lacs+",Rs 0~,779,3,782,1996484,1276754,0.04,0.06
Maharashtra,Osmanabad,nitin nagnath gaikwad,0,IND,Almirah,MALE,0.0,32.0,GENERAL,12th Pass,Unknown,Unknown,729,2,731,1996484,1276754,0.04,0.06
Maharashtra,Osmanabad,adv. bhausaheb anil belure,0,IND,Gift pack,MALE,0.0,44.0,GENERAL,Graduate Professional,"Rs 5,85,92,000~ 5 Crore+","Rs 57,00,000~ 57 Lacs+",675,2,677,1996484,1276754,0.03,0.05
Maharashtra,Osmanabad,vilas bhagwat ghadge,0,IND,Sitar,MALE,0.0,45.0,GENERAL,8th Pass,"Rs 1,60,31,000~ 1 Crore+","Rs 52,00,000~ 52 Lacs+",604,6,610,1996484,1276754,0.03,0.05
Maharashtra,Osmanabad,sameersingh rameshchandra salvi,0,IND,Water tank,MALE,0.0,57.0,GENERAL,10th Pass,Unknown,Unknown,591,3,594,1996484,1276754,0.03,0.05
Maharashtra,Osmanabad,rajkumar sahebrao patil,0,IND,Petrol pump,MALE,0.0,54.0,GENERAL,Post Graduate,"Rs 96,44,622~ 96 Lacs+","Rs 7,20,000~ 7 Lacs+",589,4,593,1996484,1276754,0.03,0.05
Maharashtra,Latur,dr. kalge shivaji bandappa,1,INC,Hand,MALE,0.0,54.0,SC,Graduate Professional,"Rs 32,26,19,499~ 32 Crore+","Rs 2,38,91,845~ 2 Crore+",607030,1991,609021,1980409,1235512,30.75,49.29
Maharashtra,Latur,sudhakar tukaram shrangare,0,BJP,Lotus,MALE,0.0,62.0,SC,10th Pass,Unknown,Unknown,545240,1900,547140,1980409,1235512,27.63,44.28
Maharashtra,Latur,narsingrao udgirkar,0,VBA,Gas cylinder,MALE,1.0,67.0,SC,Post Graduate,"Rs 1,83,14,960~ 1 Crore+","Rs 23,85,000~ 23 Lacs+",42104,121,42225,1980409,1235512,2.13,3.42
Maharashtra,Latur,atithi khanderao suryvanshi,0,SSS,Diamond,FEMALE,0.0,46.0,SC,12th Pass,"Rs 99,000~ 99 Thou+",Rs 0~,5150,28,5178,1980409,1235512,0.26,0.42
Maharashtra,Latur,alte vishwanath mahadev,0,BSP,Elephant,MALE,1.0,41.0,SC,Post Graduate,Unknown,Unknown,5081,40,5121,1980409,1235512,0.26,0.41
Maharashtra,Latur,kamant machhindra gunwantrao,0,BUJNBHRTP,Whistle,MALE,0.0,64.0,SC,Post Graduate,"Rs 10,83,36,270~ 10 Crore+","Rs 1,51,60,555~ 1 Crore+",2249,20,2269,1980409,1235512,0.11,0.18
Maharashtra,Latur,abhang gangaram suryawanshi,0,IND,Bucket,MALE,0.0,51.0,SC,Graduate,"Rs 4,10,000~ 4 Lacs+","Rs 90,000~ 90 Thou+",2102,0,2102,1980409,1235512,0.11,0.17
Maharashtra,Latur,dattu sopan narsinge,0,IND,Television,MALE,1.0,52.0,SC,Post Graduate,"Rs 1,01,00,000~ 1 Crore+","Rs 20,00,000~ 20 Lacs+",2000,2,2002,1980409,1235512,0.1,0.16
Maharashtra,Latur,deepak kedar,0,IND,Bat,MALE,10.0,39.0,SC,Graduate,"Rs 8,92,000~ 8 Lacs+","Rs 54,000~ 54 Thou+",1712,14,1726,1980409,1235512,0.09,0.14
Maharashtra,Latur,umesh ambadas kamble,0,IND,Flute,MALE,2.0,28.0,SC,Post Graduate,"Rs 7,43,333~ 7 Lacs+",Rs 0~,1683,8,1691,1980409,1235512,0.09,0.14
Maharashtra,Latur,bansode raghunath waghoji,0,IND,Pressure cooker,MALE,3.0,57.0,SC,Graduate,"Rs 1,45,000~ 1 Lacs+",Rs 0~,1596,4,1600,1980409,1235512,0.08,0.13
Maharashtra,Latur,bharat hariba nanaware,0,PPID,Basket containing Fruits,MALE,0.0,61.0,SC,Post Graduate,"Rs 50,18,000~ 50 Lacs+","Rs 8,00,000~ 8 Lacs+",1442,7,1449,1980409,1235512,0.07,0.12
Maharashtra,Latur,shrikant baburao hoval,0,BMUP,Cot,MALE,0.0,42.0,SC,Post Graduate,"Rs 4,52,000~ 4 Lacs+",Rs 0~,1380,2,1382,1980409,1235512,0.07,0.11
Maharashtra,Latur,pravin madhav johare,0,SERSNMH,Gas Stove,MALE,0.0,38.0,SC,Graduate,Unknown,Unknown,1268,5,1273,1980409,1235512,0.06,0.1
Maharashtra,Latur,panchshil vikram kamble,0,IND,Iron,MALE,1.0,41.0,SC,Graduate Professional,Unknown,Unknown,1232,9,1241,1980409,1235512,0.06,0.1
Maharashtra,Latur,shankar hari tadakhe,0,BALP,Ganna kisan,MALE,1.0,63.0,SC,12th Pass,"Rs 50,000~ 50 Thou+",Rs 0~,1126,2,1128,1980409,1235512,0.06,0.09
Maharashtra,Latur,amol malu hanmante,0,IND,Ship,MALE,0.0,28.0,SC,12th Pass,"Rs 6,56,070~ 6 Lacs+","Rs 5,40,000~ 5 Lacs+",1094,5,1099,1980409,1235512,0.06,0.09
Maharashtra,Latur,adv. kasbekar shridhar limbaji,0,RSSDP,Batsman,MALE,1.0,74.0,SC,Graduate Professional,Unknown,Unknown,987,7,994,1980409,1235512,0.05,0.08
Maharashtra,Latur,balaji sheshrao bansode,0,IND,Kettle,MALE,0.0,35.0,SC,12th Pass,"Rs 20,000~ 20 Thou+",Rs 0~,953,1,954,1980409,1235512,0.05,0.08
