Year,Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Constituency Type,State
2024,180,6950,Adv B U Gosawi,AURANGABAD,Hindustan Janta Party,0,Post Graduate,,,,
2024,181,1721,Adv Bhimrao Shende,RAMTEK,Bahujan Republican Socialist Party,0,Post Graduate,"Rs 2,51,500~ 2 Lacs+",Rs 0~,,Maharashtra
2024,182,5336,Adv Chandan Kumar Das,BEGUSARAI,BSP,0,Post Graduate,"Rs 2,25,165~ 2 Lacs+",Rs 0~,,Bihar
2024,183,3087,Adv Charly Paul,CHALAKUDY,Twenty 20 Party,0,Graduate Professional,"Rs 3,89,54,106~ 3 Crore+","Rs 94,71,682~ 94 Lacs+",,Kerala
2024,184,7713,Adv Feroz Shaikh,MUMBAI NORTH - CENTRAL,IND,0,Post Graduate,"Rs 23,13,844~ 23 Lacs+",Rs 0~,,Maharashtra
2024,185,6007,Adv Gowaal Kagada Padavi,NANDURBAR,INC,0,Post Graduate,,,,Maharashtra
2024,186,6551,Adv Jyotishwar Vishnu Bhosale,MAVAL,Baliraja Party,1,Graduate Professional,"Rs 1,20,58,220~ 1 Crore+","Rs 94,62,516~ 94 Lacs+",,Maharashtra
2024,187,3137,Adv K Francis George,KOTTAYAM,Kerala Congress,5,Graduate Professional,"Rs 9,51,96,318~ 9 Crore+","Rs 13,00,000~ 13 Lacs+",,Kerala
2024,188,9650,Adv Kulwinder Singh,ANANDPUR SAHIB,IND,0,Post Graduate,"Rs 7,37,20,000~ 7 Crore+",Rs 0~,,Punjab
2024,189,7485,Adv Mitesh Varshney,MUMBAI NORTH - WEST,Bhim Sena,0,Post Graduate,"Rs 5,04,133~ 5 Lacs+",Rs 0~,,Maharashtra
2024,190,6877,Adv Nitin Dadahari Pol,SHIRDI,Bahujan Bharat Party,0,Post Graduate,,,,Maharashtra
2024,191,2124,Adv P K Narayanan S/O Koran,THRISSUR,BSP,0,Graduate Professional,"Rs 28,05,625~ 28 Lacs+","Rs 16,10,000~ 16 Lacs+",,Kerala
2024,192,2314,Adv Rajendran,THIRUVANANTHAPURAM,BSP,0,Graduate Professional,"Rs 1,01,91,430~ 1 Crore+",Rs 0~,,Kerala
2024,193,6531,Adv Raju Patil,MAVAL,IND,0,Graduate Professional,"Rs 1,69,26,000~ 1 Crore+","Rs 12,41,000~ 12 Lacs+",,Maharashtra
2024,194,2412,Adv Ravi Shinde,HINGOLI,IND,2,Graduate Professional,"Rs 54,88,869~ 54 Lacs+",Rs 0~,,Maharashtra
2024,195,7681,Adv Sachin Umaji Nikam,DHULE,IND,0,Post Graduate,,,,Maharashtra
2024,196,3150,Adv Shine Lal M P,THIRUVANANTHAPURAM,IND,3,Graduate Professional,"Rs 7,44,600~ 7 Lacs+","Rs 7,00,000~ 7 Lacs+",,Kerala
2024,197,6875,Adv Sidharth Deepak Bodhak,SHIRDI,IND,0,Graduate Professional,"Rs 13,38,000~ 13 Lacs+",Rs 0~,,Maharashtra
2024,198,7702,Adv Ujwal Nikam,MUMBAI NORTH - CENTRAL,BJP,0,Graduate Professional,"Rs 39,03,27,461~ 39 Crore+","Rs 6,11,51,688~ 6 Crore+",,Maharashtra
2024,199,245,Adv Ulhas Shalikram Dupare,NAGPUR,IND,0,Graduate Professional,"Rs 1,29,85,000~ 1 Crore+","Rs 10,00,000~ 10 Lacs+",,Maharashtra
2024,200,311,Adv Ulhas Shalikram Dupare,RAMTEK,IND,0,Post Graduate,,,,Maharashtra
2024,201,7693,Adv Uttamkumar Nakul Sajani Sahu,MUMBAI NORTH - CENTRAL,IND,0,Post Graduate,"Rs 99,40,237~ 99 Lacs+",Rs 0~,,Maharashtra
2024,202,2320,Adv V S Sunilkumar,THRISSUR,CPI,2,Graduate Professional,"Rs 64,07,442~ 64 Lacs+","Rs 22,00,000~ 22 Lacs+",,Kerala
2024,203,4995,Adv Vikram Uttam Kasabe,SOLAPUR,IND,0,Post Graduate,"Rs 1,31,722~ 1 Lacs+",Rs 0~,,Maharashtra
2024,204,3594,Adv Vishal Gajanan Naik,NORTH GOA,IND,0,Graduate Professional,"Rs 3,88,773~ 3 Lacs+","Rs 64,200~ 64 Thou+",,Goa
2024,205,2093,Adv. Abhishek Master Buddhsen Patel,REWA,BSP,0,Post Graduate,,,,Madhya Pradesh
2024,206,3092,Adv. Antony Judy,ERNAKULAM,Twenty 20 Party,0,Post Graduate,"Rs 1,15,53,888~ 1 Crore+","Rs 18,44,873~ 18 Lacs+",,Kerala
2024,207,2471,Adv. Ashok Saket,SATNA,Bahujan Dravida Party,0,Graduate Professional,"Rs 4,75,000~ 4 Lacs+",Rs 0~,,Madhya Pradesh
2024,208,1790,Adv. Bhaskar Marotrao Neware,WARDHA,IND,0,Post Graduate,"Rs 3,42,211~ 3 Lacs+",Rs 0~,,Maharashtra
2024,209,4932,Adv. Bhausaheb Anil Belure,OSMANABAD,IND,0,Graduate Professional,"Rs 5,85,92,000~ 5 Crore+","Rs 57,00,000~ 57 Lacs+",,Maharashtra
2024,210,8233,Adv. Bhim Kishor,NORTH EAST DELHI,Peoples Party of India (Democratic),2,Graduate Professional,,,,Delhi
2024,211,2275,Adv. Dean Kuriakose,IDUKKI,INC,88,Post Graduate,"Rs 2,07,97,763~ 2 Crore+","Rs 36,19,970~ 36 Lacs+",,Kerala
2024,212,6834,Adv. Dr. Laxman Rambhau Damse,SHIRUR,Bharat Adivasi Party,2,Doctorate,"Rs 4,59,80,000~ 4 Crore+",Rs 0~,,Maharashtra
2024,213,6469,Adv. Ganesh Navnathrao Karande,BEED,IND,0,Post Graduate,"Rs 5,10,452~ 5 Lacs+",Rs 0~,,Maharashtra
2024,214,7466,Adv. Gurudev Narsingh Suryawanshi,THANE,IND,0,Graduate Professional,"Rs 2,20,000~ 2 Lacs+",Rs 0~,,Maharashtra
2024,215,7739,Adv. Hitesh Jaikishan Jeswani,KALYAN,IND,0,Graduate,,,,Maharashtra
2024,216,6586,Adv. Jamir Shaikh,AHMEDNAGAR,IND,0,Post Graduate,"Rs 17,95,000~ 17 Lacs+",Rs 0~,,Maharashtra
2024,217,2277,Adv. Joice George,IDUKKI,CPI(M),8,Post Graduate,"Rs 2,17,97,607~ 2 Crore+",Rs 0~,,Kerala
2024,218,4907,Adv. Jore Sachin Bhaskar,MADHA,IND,5,Post Graduate,"Rs 76,37,000~ 76 Lacs+","Rs 12,00,000~ 12 Lacs+",,Maharashtra
2024,219,8230,Adv. K.T. Paluskar,NORTH EAST DELHI,Prabuddha Republican Party,0,Post Graduate,"Rs 24,86,215~ 24 Lacs+",Rs 0~,,Delhi
2024,220,3830,Adv. Kasbekar Shridhar Limbaji,LATUR,Rashtriya Sant Sandesh Party,1,Graduate Professional,,,,Maharashtra
2024,221,8266,Adv. Krupal,NORTH WEST DELHI,Prabuddha Republican Party,0,Post Graduate,"Rs 15,75,155~ 15 Lacs+",Rs 0~,,Delhi
2024,222,7492,Adv. Lata Pandurang Shinde,MUMBAI NORTH - WEST,IND,0,Graduate Professional,"Rs 61,30,000~ 61 Lacs+","Rs 29,08,351~ 29 Lacs+",,Maharashtra
2024,223,6579,Adv. Mahendra Dadasaheb Shinde,AHMEDNAGAR,IND,1,Post Graduate,"Rs 32,234~ 32 Thou+",Rs 0~,,Maharashtra
2024,224,7716,Adv. Mahendra Tulshiram Bhingardive,MUMBAI SOUTH - CENTRAL,Right to Recall Party,0,Graduate Professional,"Rs 1,75,53,933~ 1 Crore+","Rs 6,50,000~ 6 Lacs+",,Maharashtra
2024,225,6471,Adv. Manik Bansi Aadmane,BEED,Bahujan Republican Socialist Party,1,Post Graduate,,,,Maharashtra
2024,226,6887,Adv. Namdeo Pandurang Koli,JALGAON,IND,3,Graduate Professional,"Rs 3,91,216~ 3 Lacs+","Rs 15,00,000~ 15 Lacs+",,Maharashtra
2024,227,2312,Adv. Nivedida,PONNANI,BJP,5,Post Graduate,"Rs 9,56,33,596~ 9 Crore+","Rs 63,69,577~ 63 Lacs+",,Kerala
2024,228,4882,Adv. Pradip S. Chincholikar,LATUR,IND,0,Graduate Professional,"Rs 12,00,000~ 12 Lacs+","Rs 45,00,000~ 45 Lacs+",,Maharashtra
2024,229,3327,Adv. Pruthvisamrat Mukindrao Dipwansh,AMRAVATI,IND,0,Graduate Professional,"Rs 1,400~ 1 Thou+",Rs 0~,,Maharashtra
2024,230,3321,Adv. Raju Madhukarrao Kalane,AMRAVATI,Bahujan Bharat Party,2,Graduate Professional,,,,Maharashtra
2024,231,3303,Adv. Ramrao Atmaram Jumbade,HINGOLI,IND,0,Graduate Professional,"Rs 87,000~ 87 Thou+","Rs 8,000~ 8 Thou+",,Maharashtra
2024,232,3094,Adv. Russel Joy,IDUKKI,BSP,0,Graduate Professional,"Rs 2,77,30,032~ 2 Crore+","Rs 23,26,691~ 23 Lacs+",,Kerala
2024,233,2115,Adv. Sangeetha Viswanathan,IDUKKI,Bharath Dharma Jana Sena,1,Post Graduate,"Rs 8,02,67,162~ 8 Crore+","Rs 1,15,74,186~ 1 Crore+",,Kerala
2024,234,7487,Adv. Sanjeevkumar Apparav Kalkori,MUMBAI NORTH - WEST,IND,0,Graduate Professional,"Rs 49,81,655~ 49 Lacs+","Rs 11,12,000~ 11 Lacs+",,Maharashtra
2024,235,7720,Adv. Santosh Punjiram Sanjkar,MUMBAI SOUTH - CENTRAL,IND,4,Post Graduate,,,,Maharashtra
2024,236,501,Adv. Santosh Ramkrishna Lanjewar,NAGPUR,All India Forward Bloc,0,Post Graduate,"Rs 1,05,66,089~ 1 Crore+","Rs 22,06,036~ 22 Lacs+",,Maharashtra
2024,237,6491,Adv. Sharad Bahinaji Kamble,BEED,All India National Raksha Sena,0,Post Graduate,"Rs 4,06,000~ 4 Lacs+",Rs 0~,,Maharashtra
2024,238,3367,Adv. Shivajirao Jadhav,HINGOLI,IND,0,Post Graduate,"Rs 53,92,91,634~ 53 Crore+","Rs 16,72,22,522~ 16 Crore+",,Maharashtra
2024,239,6573,Adv. Shivajirao Waman Damale,AHMEDNAGAR,Sainik Samaj Party,0,Graduate Professional,"Rs 3,90,000~ 3 Lacs+",Rs 0~,,Maharashtra
2024,240,7251,Adv. Sonal Diwakar Gondane,MUMBAI NORTH,Vanchit Bahujan Aaghadi,0,Post Graduate,,,,Maharashtra
2024,241,2429,Adv. Vinod Chhaganrao Ambhore,PARBHANI,Bahujan Mukti Party,1,Graduate Professional,"Rs 6,90,499~ 6 Lacs+","Rs 1,32,588~ 1 Lacs+",,Maharashtra
2024,242,4933,Adv. Vishvjeet Vijaykumar Shinde,OSMANABAD,Aadarsh Sangram Party,0,Post Graduate,"Rs 1,93,39,431~ 1 Crore+",Rs 0~,,Maharashtra
2024,243,4856,Adv. Yash Suhas Hegdepatil,KOLHAPUR,IND,0,Post Graduate,"Rs 3,39,874~ 3 Lacs+",Rs 0~,,Maharashtra
2024,244,6902,Adv. Yogesh Dattu Gullapelli,JALNA,IND,0,Post Graduate,"Rs 17,14,301~ 17 Lacs+",Rs 0~,,Maharashtra
2024,245,6095,Adv. Yogesh Makane,PUNE,IND,0,Graduate Professional,,,,Maharashtra
2024,246,7247,Adv. Zunjar Mhasuji Avhad,NASHIK,Bahujan Republican Socialist Party,1,Graduate Professional,"Rs 25,000~ 25 Thou+",Rs 0~,,Maharashtra
2024,247,3112,Adv.Harikumar M.K.,PATHANAMTHITTA,Ambedkarite Party of India,1,Graduate Professional,"Rs 6,231~ 6 Thou+",Rs 0~,,Kerala
2024,248,2260,Adv.K.M Shajahan,ALAPPUZHA,IND,5,Post Graduate,"Rs 1,89,94,512~ 1 Crore+","Rs 44,90,000~ 44 Lacs+",,Kerala
2024,249,3111,Adv.P.K.Geethakrishnan,PATHANAMTHITTA,BSP,0,Post Graduate,"Rs 14,44,823~ 14 Lacs+","Rs 9,58,363~ 9 Lacs+",,Kerala
2024,250,6853,Adv.Swapnil Bhausaheb Shelar,SHIRUR,IND,0,Graduate,,,,Maharashtra
2024,251,8499,Advocate Aditya Dhankhar,ROHTAK,Super Power India Party,0,Graduate Professional,"Rs 4,50,000~ 4 Lacs+",Rs 0~,,Haryana
2024,252,3610,Advocate Arun Shrivastava,BHOPAL,INC,1,Post Graduate,"Rs 16,32,97,207~ 16 Crore+","Rs 22,52,231~ 22 Lacs+",,Madhya Pradesh
2024,253,8273,Advocate Dr. Mahender Singh Churiyana,NORTH WEST DELHI,Bahujan Dravida Party,0,Doctorate,"Rs 4,17,81,000~ 4 Crore+",Rs 0~,,Delhi
2024,254,413,Advocate Hari Kishan Tiwari,JAIPUR,Bheem Tribal Congress,0,Graduate Professional,"Rs 1,01,10,000~ 1 Crore+",Rs 0~,,Rajasthan
2024,255,3458,Advocate J. P. Maraviya,JAMNAGAR,INC,0,Graduate Professional,,,,Gujarat
2024,256,7826,Advocate Kapil K. Soni,MUMBAI NORTH,IND,0,Post Graduate,"Rs 48,216~ 48 Thou+","Rs 97,200~ 97 Thou+",,Maharashtra
2024,257,7486,Advocate Kapil Kantilal Soni,MUMBAI NORTH - WEST,IND,0,Post Graduate,"Rs 48,216~ 48 Thou+","Rs 97,200~ 97 Thou+",,Maharashtra
2024,258,4176,Advocate Karansingh Jatav,GUNA,Aazad Samaj Party (Kanshi Ram),0,Post Graduate,"Rs 3,37,000~ 3 Lacs+",Rs 0~,,Madhya Pradesh
2024,259,8209,Advocate Manjeet Singh,EAST DELHI,Rashtra Nirman Party,0,Graduate Professional,"Rs 1,20,04,732~ 1 Crore+","Rs 13,07,590~ 13 Lacs+",,NCT OF Delhi
2024,260,4793,Advocate Mukesh Kumar Kori,GWALIOR,IND,0,Graduate Professional,,,,Madhya Pradesh
2024,261,3431,Advocate Navinkumar Shankerbhai Patel,NAVSARI,IND,0,Graduate Professional,"Rs 7,45,000~ 7 Lacs+",Rs 0~,,Gujarat
2024,262,6384,Advocate Pankaj Gupte,INDORE,IND,0,Graduate Professional,"Rs 1,70,209~ 1 Lacs+",Rs 0~,,Madhya Pradesh
2024,263,8622,Advocate Pardeep Saini,KURUKSHETRA,Rashtriya Garib Dal,0,Post Graduate,"Rs 91,60,700~ 91 Lacs+","Rs 80,000~ 80 Thou+",,Haryana
2024,264,8657,Advocate Pardeep Sihmar,HISAR,Peoples Party of India (Democratic),1,Graduate Professional,"Rs 7,30,600~ 7 Lacs+",Rs 0~,,Haryana
2024,265,5169,Advocate Prakash Chouhan,UJJAIN,BSP,0,Graduate Professional,,,,Madhya Pradesh
2024,266,8840,Advocate Sanjay Sharma,KANGRA,IND,0,Graduate Professional,"Rs 2,12,41,828~ 2 Crore+","Rs 5,80,621~ 5 Lacs+",,Himachal Pradesh
2024,267,7617,Advocate Santosh Rawat,BARABANKI,Dr. Bhimrao Ambedkar Dal,0,Post Graduate,"Rs 15,59,000~ 15 Lacs+","Rs 1,32,000~ 1 Lacs+",,Uttar Pradesh
2024,268,8276,Advocate Satish Chandra,NORTH WEST DELHI,Ambedkarite Party of India,0,Post Graduate,"Rs 27,53,000~ 27 Lacs+","Rs 3,50,000~ 3 Lacs+",,Delhi
2024,269,582,Advocate Satyaprakash Shulke,BALAGHAT,Madhya Pradesh Jan Vikas Party,0,Graduate Professional,"Rs 12,67,608~ 12 Lacs+",Rs 0~,,Madhya Pradesh
2024,270,4057,Advocate Shailendra Banjare (Shaktiputra),BILASPUR,Shakti Sena (Bharat Desh),0,Post Graduate,,,,Chhattisgarh
2024,271,5049,Advocate Shailendra Banjare (Shaktiputra),JANJGIR-CHAMPA,Shakti Sena (Bharat Desh),0,Post Graduate,"Rs 11,29,57,000~ 11 Crore+","Rs 20,00,000~ 20 Lacs+",,Chhattisgarh
2024,272,617,Advocate Uday Kumar Sahu,JABALPUR,Gondvana Gantantra Party,1,Graduate Professional,"Rs 3,03,43,010~ 3 Crore+","Rs 18,00,000~ 18 Lacs+",,Madhya Pradesh
2024,273,6376,Advocate Vidayaraj Malaviy,DEWAS,Social Democratic Party Of India,0,Post Graduate,"Rs 19,96,000~ 19 Lacs+",Rs 0~,,Madhya Pradesh
2024,274,6886,Advocate Vijay Babulal Danej,JALGAON,IND,0,Post Graduate,"Rs 1,35,23,149~ 1 Crore+",Rs 0~,,Maharashtra
2024,275,5727,Advocate Yerra Kaamesh,KHAMMAM,BSP,0,Post Graduate,,,,Telangana
2024,276,6218,Afroja Khatun Mondal,KRISHNANAGAR,All India Secular Front,0,12th Pass,"Rs 35,88,415~ 35 Lacs+",Rs 0~,,West Bengal
2024,277,1412,Afrose,VELLORE,IND,0,5th Pass,"Rs 16,81,000~ 16 Lacs+",Rs 0~,,Tamil Nadu
2024,278,6945,Afsar Khan Yaseen Kha,AURANGABAD,Vanchit Bahujan Aaghadi,2,12th Pass,"Rs 6,42,55,589~ 6 Crore+",Rs 0~,,
2024,279,9428,Afzal Ansari,GHAZIPUR,SP,5,Post Graduate,"Rs 20,76,82,224~ 20 Crore+",Rs 0~,,Uttar Pradesh
2024,280,7556,Afzal Shabbirali Dawoodani,MUMBAI SOUTH,Vanchit Bahujan Aaghadi,0,12th Pass,,,,Maharashtra
2024,281,6318,Aga Syed Ruhullah Mehdi,SRINAGAR,Jammu & Kashmir National Conference,0,12th Pass,"Rs 3,57,93,000~ 3 Crore+","Rs 4,38,000~ 4 Lacs+",,Jammu and Kashmir
2024,282,9463,Agam Swaroop,DEORIA,Rashtriya Samanta Dal,0,Post Graduate,"Rs 2,20,56,094~ 2 Crore+",Rs 0~,,Uttar Pradesh
2024,283,6113,Agasteen Kommina,ELURU,IND,0,5th Pass,"Rs 8,00,000~ 8 Lacs+",Rs 0~,,Andhra Pradesh
2024,284,349,Agatha K Sangma,TURA,National Peoples Party,0,Post Graduate,"Rs 3,79,34,056~ 3 Crore+",Rs 0~,,Meghalaya
2024,285,1041,Agni Aalvar,CHENNAI CENTRAL,IND,0,10th Pass,,,,Tamil Nadu
2024,286,1380,Agni Aalvar,DHARMAPURI,IND,0,10th Pass,"Rs 6,98,100~ 6 Lacs+",Rs 0~,,Tamil Nadu
2024,287,7954,Agnimitra Paul,MEDINIPUR,BJP,11,Graduate,"Rs 2,64,32,790~ 2 Crore+","Rs 1,20,11,270~ 1 Crore+",,West Bengal
2024,288,1029,Ahamed Shahjahan M,SALEM,IND,0,Post Graduate,"Rs 1,16,50,000~ 1 Crore+",Rs 0~,,Tamil Nadu
2024,289,2472,Ahirwar Dalluram,TIKAMGARH,BSP,0,Literate,"Rs 66,90,000~ 66 Lacs+",Rs 0~,,Madhya Pradesh
2024,290,3183,Ahirwar Pankaj S/O Hari,TIKAMGARH,Rashtriya Samaj Paksha,0,Graduate,,,,Madhya Pradesh
2024,291,4455,Ahirwar Rajkumar Thekedaar,SAGAR,IND,0,10th Pass,"Rs 1,50,000~ 1 Lacs+",Rs 0~,,Madhya Pradesh
2024,292,8163,Ahmad Jiya Khan,SHRAWASTI,Peace Party,0,10th Pass,"Rs 30,07,000~ 30 Lacs+",Rs 0~,,Uttar Pradesh
2024,293,6880,Ahmad Khan,JALGAON,IND,0,Literate,"Rs 1,21,80,000~ 1 Crore+","Rs 28,00,000~ 28 Lacs+",,Maharashtra
2024,294,6911,Ahmad Rahim Saikh Bagwan,JALNA,IND,0,12th Pass,"Rs 5,000~ 5 Thou+","Rs 70,000~ 70 Thou+",,Maharashtra
2024,295,4776,Ahmed Hedatul Hasan,MALDAHA DAKSHIN,IND,0,12th Pass,,,,West Bengal
2024,296,1428,Ahmed Raashid Pallimira,VELLORE,IND,0,8th Pass,"Rs 2,06,40,000~ 2 Crore+","Rs 7,00,000~ 7 Lacs+",,Tamil Nadu
2024,297,8709,Ainul Ansari,RANCHI,IND,2,Others,"Rs 63,33,576~ 63 Lacs+",Rs 0~,,Jharkhand
2024,298,5417,Aitaraju Abender,BHONGIR,BSP,0,Post Graduate,"Rs 55,000~ 55 Thou+",Rs 0~,,Telangana
2024,299,8301,Aj Rajan,WEST DELHI,Navarang Congress Party,0,10th Pass,"Rs 3,84,000~ 3 Lacs+",Rs 0~,,NCT OF Delhi
2024,300,4114,Ajablal Mehta,MADHEPURA,Yuva Krantikari Party,0,12th Pass,,,,Bihar
2024,301,5018,Ajagiya Niralbhai Amrutlal,RAJKOT,IND,0,10th Pass,"Rs 72,00,500~ 72 Lacs+","Rs 15,99,000~ 15 Lacs+",,Gujarat
2024,302,7225,Ajanta Sarkar,HOOGHLY,Bharatiya National Janata Dal,0,Graduate,"Rs 9,77,700~ 9 Lacs+","Rs 16,938~ 16 Thou+",,West Bengal
2024,303,9434,Ajay,GHAZIPUR,Vishwa Kalyan Rashtriya Manav Samaj Party,0,Graduate,"Rs 3,12,000~ 3 Lacs+",Rs 0~,,Uttar Pradesh
2024,304,6106,Ajay Babu Boda,ELURU,Navarang Congress Party,0,10th Pass,"Rs 70,000~ 70 Thou+","Rs 2,40,000~ 2 Lacs+",,Andhra Pradesh
2024,305,661,Ajay Bakaram Chavan,RAMTEK,IND,0,Post Graduate,,,,Maharashtra
2024,306,583,Ajay Barkade,CHHINDWARA,IND,0,12th Pass,"Rs 4,96,500~ 4 Lacs+",Rs 0~,,Madhya Pradesh
2024,307,437,Ajay Bhat,JAIPUR RURAL,Republican Party of India (A),0,Literate,"Rs 29,48,000~ 29 Lacs+","Rs 8,50,000~ 8 Lacs+",,Rajasthan
2024,308,997,Ajay Bhatt,NAINITAL-UDHAM SINGH NAGAR,BJP,0,Graduate Professional,"Rs 4,87,14,988~ 4 Crore+","Rs 19,05,347~ 19 Lacs+",,
2024,309,6534,Ajay Hanumant Londhe,MAVAL,IND,2,Graduate,"Rs 79,339~ 79 Thou+","Rs 3,90,000~ 3 Lacs+",,Maharashtra
2024,310,7287,Ajay Krishna,KODARMA,Moolniwasi Samaj Party,2,12th Pass,,,,Jharkhand
2024,311,8463,Ajay Kumar,GURGAON,IND,0,10th Pass,"Rs 11,69,964~ 11 Lacs+",Rs 0~,,Haryana
2024,312,3632,Ajay Kumar,KHAGARIA,Rashtriya Jansambhavna Party,0,Graduate Professional,"Rs 2,63,000~ 2 Lacs+","Rs 1,00,000~ 1 Lacs+",,Bihar
2024,313,5073,Ajay Kumar,KHERI,BJP,0,Graduate Professional,"Rs 6,25,72,088~ 6 Crore+",Rs 0~,,Uttar Pradesh
2024,314,9085,Ajay Kumar Das,MATHURAPUR,All India Secular Front,0,Post Graduate,"Rs 36,19,513~ 36 Lacs+","Rs 18,00,000~ 18 Lacs+",,West Bengal
2024,315,1930,Ajay Kumar Mandal,BHAGALPUR,JD(U),0,8th Pass,,,,Bihar
2024,316,5693,Ajay Kumar Mishra,KANPUR,IND,0,Graduate,"Rs 17,58,04,835~ 17 Crore+","Rs 12,83,16,695~ 12 Crore+",,Uttar Pradesh
2024,317,4701,Ajay Kumar Pathak,BHOPAL,Chhatrapati Shivaji Bhartiya Garib Party,0,Post Graduate,"Rs 20,18,000~ 20 Lacs+","Rs 40,000~ 40 Thou+",,Madhya Pradesh
2024,318,4580,Ajay Kumar Sah,SUPAUL,IND,0,8th Pass,"Rs 62,46,662~ 62 Lacs+",Rs 0~,,Bihar
2024,319,7131,Ajay Nishad,MUZAFFARPUR,INC,2,Graduate,"Rs 29,62,91,687~ 29 Crore+","Rs 1,02,02,589~ 1 Crore+",,Bihar
2024,320,1934,Ajay Pali,RAJNANDGAON,IND,0,5th Pass,,,,Chhattisgarh
2024,321,51,Ajay Pratap Singh,SIDHI,Gondvana Gantantra Party,0,Post Graduate,"Rs 1,47,75,000~ 1 Crore+","Rs 70,00,000~ 70 Lacs+",,Madhya Pradesh
2024,322,9105,Ajay Pratap Singh Alias Pintu Saithwar,KUSHI NAGAR,SP,4,10th Pass,"Rs 13,86,95,400~ 13 Crore+","Rs 14,98,109~ 14 Lacs+",,Uttar Pradesh
2024,323,8975,Ajay Rai,VARANASI,INC,18,Graduate,"Rs 2,65,22,683~ 2 Crore+","Rs 15,35,243~ 15 Lacs+",,Uttar Pradesh
2024,324,7375,Ajay Sahni,MUZAFFARPUR,IND,0,8th Pass,"Rs 4,71,203~ 4 Lacs+",Rs 0~,,Bihar
2024,325,7730,Ajay Shyam Morya,KALYAN,IND,0,8th Pass,,,,Maharashtra
2024,326,20,Ajay Tamta,ALMORA,BJP,0,Graduate,"Rs 1,23,81,663~ 1 Crore+","Rs 19,09,642~ 19 Lacs+",,Uttarakhand
2024,327,8224,Ajay Tiwari,NORTH EAST DELHI,Right to Recall Party,0,12th Pass,"Rs 2,91,19,110~ 2 Crore+","Rs 1,22,11,000~ 1 Crore+",,Delhi
2024,328,873,Ajay Yadav,MORADABAD,Apna Haq Party,0,Post Graduate,"Rs 44,20,000~ 44 Lacs+",Rs 0~,,Uttar Pradesh
2024,329,518,Ajaykumar Bhartiya,BHANDARA GONDIYA,Akhil Bhartiya Parivar Party,0,Post Graduate,"Rs 92,86,757~ 92 Lacs+","Rs 7,00,000~ 7 Lacs+",,Maharashtra
2024,330,7321,Ajaz Ahmed Ansari,HOWRAH,IND,6,8th Pass,,,,West Bengal
2024,331,7696,Ajaz Mohammad Safi Khan,MUMBAI NORTH - CENTRAL,IND,11,8th Pass,"Rs 44,46,127~ 44 Lacs+",Rs 0~,,Maharashtra
2024,332,2104,Ajeeb Muhammed,WAYANAD,IND,0,10th Pass,"Rs 2,30,00,000~ 2 Crore+","Rs 25,00,000~ 25 Lacs+",,Kerala
2024,333,9484,Ajeet Kumar,NALANDA,IND,0,Post Graduate,"Rs 28,91,794~ 28 Lacs+",Rs 0~,,Bihar
2024,334,8374,Ajeet Kumar Patel,ALLAHABAD,Pragatisheel Samaj Party,0,12th Pass,"Rs 3,12,50,000~ 3 Crore+",Rs 0~,,Uttar Pradesh
2024,335,9579,Ajeet Kumar Singh,KARAKAT,Peoples Party of India (Democratic),0,Graduate,,,,Bihar
2024,336,8346,Ajeet Pratap,PRATAPGARH,IND,0,Graduate Professional,"Rs 77,99,000~ 77 Lacs+","Rs 6,00,000~ 6 Lacs+",,Uttar Pradesh
2024,337,2609,Ajeet Sharma,BHAGALPUR,INC,2,Graduate,"Rs 54,51,51,545~ 54 Crore+","Rs 4,56,76,250~ 4 Crore+",,Bihar
2024,338,1219,Ajeethkumar S,THENI,IND,0,Post Graduate,"Rs 1,14,288~ 1 Lacs+",Rs 0~,,Tamil Nadu
2024,339,7179,Ajendra Singh Lodhi,HAMIRPUR,SP,0,12th Pass,"Rs 5,02,37,175~ 5 Crore+","Rs 74,85,000~ 74 Lacs+",,Uttar Pradesh
2024,340,6906,Ajhar Anwar Sayyad,JALNA,IND,0,Post Graduate,,,,Maharashtra
2024,341,4639,Ajit Dhanaji Khandare,SANGLI,IND,0,Graduate,"Rs 15,65,085~ 15 Lacs+","Rs 6,70,000~ 6 Lacs+",,Maharashtra
2024,342,9487,Ajit Kumar,NALANDA,IND,0,Graduate,"Rs 3,36,08,220~ 3 Crore+","Rs 2,70,000~ 2 Lacs+",,Bihar
2024,343,6195,Ajit Kumar Mandal,BAHARAMPUR,IND,0,Post Graduate,"Rs 63,87,077~ 63 Lacs+",Rs 0~,,West Bengal
2024,344,7958,Ajit Mahato,PURULIA,IND,0,12th Pass,"Rs 15,000~ 15 Thou+",Rs 0~,,West Bengal
2024,345,9337,Ajit Marandi,RAJMAHAL,Rashtriya Jansambhavna Party,1,Graduate,,,,Jharkhand
2024,346,7959,Ajit Prasad Mahata,PURULIA,IND,21,Graduate,"Rs 45,33,103~ 45 Lacs+",Rs 0~,,West Bengal
2024,347,4759,Ajit Ramjibhai Mahala,DADAR & NAGAR HAVELI,INC,0,Graduate Professional,"Rs 1,05,60,556~ 1 Crore+","Rs 49,55,000~ 49 Lacs+",,Dadra & Nagar Haveli and Daman & Diu
