Year,Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Constituency Type,State,Gender
2024,2570,4523,ghanshyam alias sadhelal bhardwaj,BILASPUR,IND,0,12th Pass,,,,Chhattisgarh,Male
2024,2571,9475,ghanshyam prasad singh,NALANDA,IND,0,Doctorate,"Rs 89,15,158~ 89 Lacs+","Rs 45,503~ 45 Thou+",,Bihar,Male
2024,2572,3479,ghanshyam singh,HATHRAS,Swaraj Bhartiya Nyay Party,0,Post Graduate,"Rs 1,00,08,000~ 1 Crore+","Rs 5,40,000~ 5 Lacs+",,Uttar Pradesh,Male
2024,2573,1988,ghanshyam singh,RAJSAMAND,Bhartiya Jan Adhikar Party,0,Graduate,"Rs 21,32,08,000~ 21 Crore+",Rs 0~,,Rajasthan,Male
2024,2574,905,ghanshyam singh lodhi,RAMPUR,BJP,0,Others,"Rs 3,30,08,926~ 3 Crore+","Rs 8,46,397~ 8 Lacs+",,Uttar Pradesh,Male
2024,2575,3318,ghazi saaduddin zaheer ahmed,AMRAVATI,Rashtriya Ulama Council,1,12th Pass,,,,Maharashtra,Male
2024,2576,6959,ghuge nitin pundlik,AURANGABAD,IND,0,Graduate,"Rs 50,000~ 50 Thou+",Rs 0~,,,Male
2024,2577,4262,ghugha alarakhabhai ishakbhai,JAMNAGAR,IND,0,Illiterate,"Rs 2,51,100~ 2 Lacs+",Rs 0~,,Gujarat,Male
2024,2578,6320,ghulam mohammad wani,SRINAGAR,IND,0,12th Pass,"Rs 1,25,000~ 1 Lacs+",Rs 0~,,Jammu and Kashmir,Male
2024,2579,758,ghulam mohd saroori,UDHAMPUR,IND,0,10th Pass,"Rs 6,76,06,025~ 6 Crore+","Rs 30,00,000~ 30 Lacs+",,Jammu and Kashmir,Male
2024,2580,633,ghur singh sallam,MANDLA,IND,0,5th Pass,,,,Madhya Pradesh,Male
2024,2581,5824,giddi jnana prakasarao,AMALAPURAM,Republican Party of India,0,Graduate Professional,"Rs 15,06,800~ 15 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,2582,5271,gidugu rudraraju,RAJAHMUNDRY,INC,1,Post Graduate,"Rs 3,53,94,877~ 3 Crore+","Rs 93,41,000~ 93 Lacs+",,Andhra Pradesh,Male
2024,2583,2461,giran singh,KHAJURAHO,Bhartiya Shakti Chetna Party,0,Not Given,"Rs 1,02,27,000~ 1 Crore+",Rs 0~,,Madhya Pradesh,Male
2024,2584,1676,giridhar sapera,GAYA,The National Road Map Party of India,0,12th Pass,"Rs 86,19,570~ 86 Lacs+",Rs 0~,,Bihar,Male
2024,2585,2229,giridhari yadav,BANKA,JD(U),0,Post Graduate,,,,Bihar,Male
2024,2586,5058,giriraj singh,BEGUSARAI,BJP,3,Graduate,"Rs 14,31,69,297~ 14 Crore+","Rs 90,00,000~ 90 Lacs+",,Bihar,Male
2024,2587,2501,girish chandra,BULANDSHAHR,BSP,0,Graduate,"Rs 5,13,56,772~ 5 Crore+","Rs 86,45,899~ 86 Lacs+",,Uttar Pradesh,Male
2024,2588,8077,girish lal,SULTANPUR,Azad Party,0,Post Graduate,"Rs 47,31,677~ 47 Lacs+","Rs 70,000~ 70 Thou+",,Uttar Pradesh,Male
2024,2589,4927,girish prabhakar shete,MADHA,IND,0,12th Pass,"Rs 11,95,35,515~ 11 Crore+",Rs 0~,,Maharashtra,Male
2024,2590,6282,girjanandan uraon,LOHARDAGA,BSP,0,10th Pass,,,,Jharkhand,Male
2024,2591,8442,girraj,FARIDABAD,IND,2,10th Pass,"Rs 26,03,381~ 26 Lacs+","Rs 71,700~ 71 Thou+",,Haryana,Male
2024,2592,2887,girraj prasad meena,TONK-SAWAI MADHOPUR,IND,0,Graduate,"Rs 61,05,000~ 61 Lacs+",Rs 0~,,Rajasthan,Male
2024,2593,4221,girraj singh dhakrey,FATEHPUR SIKRI,"Proutist Bloc, India",0,12th Pass,"Rs 11,66,019~ 11 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2594,4539,gitaben manubhai machhi,BHARUCH,Malwa Congress,0,5th Pass,"Rs 4,98,500~ 4 Lacs+",Rs 0~,,Gujarat,Female
2024,2595,6520,gitanjali shashikant koli,NANDURBAR,IND,0,12th Pass,,,,Maharashtra,Female
2024,2596,8044,gnyanendra behera,SAMBALPUR,IND,0,12th Pass,"Rs 97,22,000~ 97 Lacs+",Rs 0~,,Odisha,Male
2024,2597,7689,gnyanendra behera,BARGARH,IND,0,12th Pass,"Rs 97,22,000~ 97 Lacs+",Rs 0~,,Odisha,Male
2024,2598,736,gobin biswakarma,LAKHIMPUR,IND,0,12th Pass,"Rs 30,85,000~ 30 Lacs+",Rs 0~,,Assam,Male
2024,2599,9398,gobinda chandra bhoi,BALASORE,National Apni Party,0,Post Graduate,"Rs 34,08,300~ 34 Lacs+",Rs 0~,,Odisha,Male
2024,2600,5395,godam nagesh,ADILABAD,BJP,1,Post Graduate,,,,Telangana,Male
2024,2601,6109,godugupati veera raghavulu,ELURU,Pyramid Party of India,0,10th Pass,"Rs 2,00,000~ 2 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,2602,5535,gogula sugunamma,NANDYAL,Jai Maha Bharath Party,0,5th Pass,"Rs 7,85,000~ 7 Lacs+",Rs 0~,,Andhra Pradesh,Female
2024,2603,7271,gohil manisha shivram,MUMBAI SOUTH,IND,3,10th Pass,"Rs 45,40,800~ 45 Lacs+","Rs 12,52,760~ 12 Lacs+",,Maharashtra,Female
2024,2604,6482,gokul bapurao sawase,BEED,IND,0,10th Pass,"Rs 8,96,249~ 8 Lacs+","Rs 3,78,734~ 3 Lacs+",,Maharashtra,Male
2024,2605,3208,gokul premdas chavhan,YAVATMAL - WASHIM,IND,0,12th Pass,,,,Maharashtra,Male
2024,2606,1824,gokulam suresh kumar,KOLLAM,IND,0,10th Pass,"Rs 26,50,022~ 26 Lacs+","Rs 19,68,000~ 19 Lacs+",,Kerala,Male
2024,2607,8012,gokulananda mishra,CUTTACK,IND,0,Graduate,"Rs 14,46,272~ 14 Lacs+",Rs 0~,,Odisha,Male
2024,2608,5761,goli saidulu,NALGONDA,IND,0,12th Pass,"Rs 23,023~ 23 Thou+",Rs 0~,,Telangana,Male
2024,2609,5585,goli. naresh,NIZAMABAD,Dalita Bahujana Party,0,Post Graduate,Nil,Rs 0~,,Telangana,Male
2024,2610,5877,gollapally saya goud,MEDAK,Pyramid Party of India,0,12th Pass,,,,Telangana,Male
2024,2611,5303,gollu krishna,MACHILIPATNAM,INC,6,Others,"Rs 2,50,66,000~ 2 Crore+","Rs 85,00,000~ 85 Lacs+",,Andhra Pradesh,Male
2024,2612,393,gomati dharampal kataria,CHURU,Bharat Rakshak Party (Democratic),0,Literate,"Rs 2,48,08,500~ 2 Crore+","Rs 30,35,000~ 30 Lacs+",,Rajasthan,Female
2024,2613,5874,gondhi bhujangamu,MEDAK,IND,0,10th Pass,"Rs 32,00,000~ 32 Lacs+","Rs 20,00,000~ 20 Lacs+",,Telangana,Male
2024,2614,7076,gone srinivas reddy,CHEVELLA,IND,0,Graduate,"Rs 10,94,940~ 10 Lacs+",Rs 0~,,Telangana,Male
2024,2615,321,gonnade yogesh namdeorao,GADCHIROLI - CHIMUR,BSP,0,Post Graduate,,,,Maharashtra,Male
2024,2616,2755,gopal chandra paul,KARIMGANJ,IND,0,12th Pass,"Rs 20,71,699~ 20 Lacs+",Rs 0~,,Assam,Male
2024,2617,480,gopal chettri,SIKKIM,INC,0,10th Pass,"Rs 1,22,33,814~ 1 Crore+",Rs 0~,,Sikkim,Male
2024,2618,5055,gopal jee thakur,DARBHANGA,BJP,1,Doctorate,"Rs 3,90,78,830~ 3 Crore+","Rs 68,75,610~ 68 Lacs+",,Bihar,Male
2024,2619,2701,gopal kumar mahto,KATIHAR,BSP,0,10th Pass,"Rs 13,20,000~ 13 Lacs+",Rs 0~,,Bihar,Male
2024,2620,1759,gopal lama,DARJEELING,AITC,0,Post Graduate,,,,West Bengal,Male
2024,2621,4404,gopal m.p. garampalli,BIDAR,IND,0,Post Graduate,"Rs 4,000~ 4 Thou+",Rs 0~,,Karnataka,Male
2024,2622,7929,gopal mondal,GHATAL,IND,1,Graduate,"Rs 6,37,500~ 6 Lacs+","Rs 40,000~ 40 Thou+",,West Bengal,Male
2024,2623,7974,gopal murmu,BANKURA,Ambedkarite Party of India,0,10th Pass,"Rs 2,44,500~ 2 Lacs+",Rs 0~,,West Bengal,Male
2024,2624,1608,gopal p,NAMAKKAL,IND,0,10th Pass,"Rs 40,03,000~ 40 Lacs+","Rs 19,45,000~ 19 Lacs+",,Tamil Nadu,Male
2024,2625,4122,gopal prasad khunte,JANJGIR-CHAMPA,Bhartiya Shakti Chetna Party,0,12th Pass,,,,Chhattisgarh,Male
2024,2626,9349,gopal singh,GHOSI,Azad Adhikar Sena,1,12th Pass,"Rs 74,59,648~ 74 Lacs+","Rs 1,40,000~ 1 Lacs+",,Uttar Pradesh,Male
2024,2627,8384,gopal swroop joshi,ALLAHABAD,IND,0,12th Pass,"Rs 3,28,000~ 3 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2628,4904,gopal yeshvant jadhav,MADHA,Bharatheeya Jawan Kisan Party,0,Graduate Professional,"Rs 80,80,000~ 80 Lacs+",Rs 0~,,Maharashtra,Male
2024,2629,1206,gopalakrishnan m,POLLACHI,New Generation People’s Party,0,8th Pass,"Rs 11,30,60,457~ 11 Crore+","Rs 54,10,000~ 54 Lacs+",,Tamil Nadu,Male
2024,2630,1561,gopalakrishnan s,MADURAI,IND,0,10th Pass,,,,Tamil Nadu,Male
2024,2631,1331,gopalakrishnan s,COIMBATORE,IND,0,Graduate Professional,"Rs 30,33,000~ 30 Lacs+","Rs 8,10,000~ 8 Lacs+",,Tamil Nadu,Male
2024,2632,9053,gopan sardar,JADAVPUR,Mulnibasi Party of India,0,Graduate,"Rs 7,90,147~ 7 Lacs+",Rs 0~,,West Bengal,Male
2024,2633,8837,gopi chand attari,HAMIRPUR,IND,0,Post Graduate,"Rs 5,38,000~ 5 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2634,379,gopi chand meghwal,BIKANER,IND,0,Graduate Professional,"Rs 2,15,000~ 2 Lacs+","Rs 5,58,000~ 5 Lacs+",,Rajasthan,Male
2024,2635,5561,gopi chendriah,NIZAMABAD,IND,0,Illiterate,,,,Telangana,Male
2024,2636,1305,gopi deepak,SRIPERUMBUDUR,IND,0,10th Pass,"Rs 5,41,053~ 5 Lacs+","Rs 1,17,360~ 1 Lacs+",,Tamil Nadu,Male
2024,2637,8769,gopin soren,RAJMAHAL,CPI(M),0,Graduate,"Rs 28,03,991~ 28 Lacs+",Rs 0~,,Jharkhand,Male
2024,2638,1531,gopinath k,KRISHNAGIRI,INC,0,10th Pass,"Rs 12,34,05,500~ 12 Crore+","Rs 1,14,98,082~ 1 Crore+",,Tamil Nadu,Male
2024,2639,1567,gopison m.m.,MADURAI,IND,0,Post Graduate,"Rs 1,08,70,000~ 1 Crore+","Rs 54,88,311~ 54 Lacs+",,Tamil Nadu,Male
2024,2640,6086,gorakh narayan ghodke,PUNE,IND,0,5th Pass,,,,Maharashtra,Male
2024,2641,6851,goraksh kasabe,SHIRUR,IND,0,12th Pass,"Rs 4,61,262~ 4 Lacs+","Rs 2,89,733~ 2 Lacs+",,Maharashtra,Male
2024,2642,4279,gordhanbhai mangabhai gohel,JUNAGADH,IND,0,8th Pass,"Rs 2,22,224~ 2 Lacs+",Rs 0~,,Gujarat,Male
2024,2643,4946,gore netaji nagnath,OSMANABAD,Desh Janhit Party,1,Graduate Professional,"Rs 5,98,66,000~ 5 Crore+","Rs 9,00,000~ 9 Lacs+",,Maharashtra,Male
2024,2644,7965,gorish roy,PURULIA,IND,0,Graduate,"Rs 38,40,172~ 38 Lacs+","Rs 7,50,000~ 7 Lacs+",,West Bengal,Male
2024,2645,6698,gottumukkala shivaji,NARSAPURAM,IND,3,Post Graduate,,,,Andhra Pradesh,Male
2024,2646,7973,gour chandra hembram,BANKURA,IND,0,Post Graduate,"Rs 1,45,73,184~ 1 Crore+","Rs 44,00,000~ 44 Lacs+",,West Bengal,Male
2024,2647,8966,gouri biswas,DUM DUM,IND,0,Graduate,"Rs 69,42,731~ 69 Lacs+","Rs 4,320~ 4 Thou+",,West Bengal,Female
2024,2648,3515,gouri sankar ghosh,MURSHIDABAD,BJP,5,Post Graduate,"Rs 64,43,044~ 64 Lacs+","Rs 12,21,000~ 12 Lacs+",,West Bengal,Male
2024,2649,76,gouri sankar nandi,TRIPURA WEST,IND,0,12th Pass,"Rs 12,20,000~ 12 Lacs+",Rs 0~,,Tripura,Male
2024,2650,5876,gouti mallesh,MEDAK,IND,0,10th Pass,,,,Telangana,Male
2024,2651,4940,govardhan subrao nimbalkar,OSMANABAD,IND,0,5th Pass,"Rs 12,36,000~ 12 Lacs+",Rs 0~,,Maharashtra,Male
2024,2652,5247,goverdhan bajireddy,NIZAMABAD,BRS,0,Graduate,"Rs 4,61,97,064~ 4 Crore+",Rs 0~,,Telangana,Male
2024,2653,1786,govind bhaiyya ramrao deshmukh,PARBHANI,IND,1,8th Pass,"Rs 94,27,435~ 94 Lacs+","Rs 27,00,000~ 27 Lacs+",,Maharashtra,Male
2024,2654,594,govind bhalavi,CHHINDWARA,IND,0,5th Pass,"Rs 7,97,000~ 7 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,2655,6533,govind gangaram herode,MAVAL,IND,0,Graduate,,,,Maharashtra,Male
2024,2656,7073,govind lal,CHEVELLA,IND,0,Post Graduate,"Rs 6,13,915~ 6 Lacs+",Rs 0~,,Telangana,Male
2024,2657,8407,govind lal,JAUNPUR,IND,0,Post Graduate,"Rs 5,51,500~ 5 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2658,1886,govind makthappa karjol,CHITRADURGA,BJP,0,10th Pass,"Rs 4,32,43,598~ 4 Crore+",Rs 0~,,Karnataka,Male
2024,2659,380,govind ram meghwal,BIKANER,INC,0,Post Graduate,"Rs 5,73,83,048~ 5 Crore+","Rs 1,77,39,645~ 1 Crore+",,Rajasthan,Male
2024,2660,2176,govindaiah,BANGALORE NORTH,BSP,0,8th Pass,,,,Karnataka,Male
2024,2661,7025,govindamma,MAHBUBNAGAR,IND,0,Illiterate,Nil,Rs 0~,,Telangana,Female
2024,2662,842,govindaraj s r,KALLAKURICHI,IND,0,5th Pass,"Rs 6,28,000~ 6 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,2663,1009,govindhan a,SALEM,IND,0,Literate,"Rs 10,99,429~ 10 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,2664,1286,govindharaju m.g,SIVAGANGA,IND,0,Graduate Professional,"Rs 5,15,000~ 5 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,2665,669,gowardhan devrao kumbhare,RAMTEK,Viro Ke Vir Indian Party,0,Post Graduate,,,,Maharashtra,Male
2024,2666,312,gowardhan namdeo somdeve,RAMTEK,IND,0,Doctorate,"Rs 1,48,27,000~ 1 Crore+",Rs 0~,,Maharashtra,Male
2024,2667,4608,gowardhan rathia,RAIGARH,IND,0,12th Pass,"Rs 5,40,000~ 5 Lacs+",Rs 0~,,Chhattisgarh,Male
2024,2668,5984,gowlikar sony,SECUNDERABAD,Social Justice Party of India,0,Graduate Professional,"Rs 83,20,000~ 83 Lacs+","Rs 83,00,000~ 83 Lacs+",,Telangana,Female
2024,2669,6662,gudavalli venkata kedareswara rao,MACHILIPATNAM,IND,0,Graduate,"Rs 32,68,367~ 32 Lacs+","Rs 9,73,120~ 9 Lacs+",,Andhra Pradesh,Male
2024,2670,6809,guddanti seshubabu,ONGOLE,IND,0,10th Pass,,,,Andhra Pradesh,Male
2024,2671,5600,gudishe mohan,KARIMNAGAR,IND,0,Post Graduate,"Rs 40,84,155~ 40 Lacs+",Rs 0~,,Telangana,Male
2024,2672,5746,guguloth shekar naik,MAHABUBABAD,IND,0,Graduate,"Rs 18,70,000~ 18 Lacs+","Rs 1,00,000~ 1 Lacs+",,Telangana,Male
2024,2673,6617,gujjula lalitha,VIJAYAWADA,SUCI(C),0,Graduate Professional,"Rs 14,86,282~ 14 Lacs+",Rs 0~,,Andhra Pradesh,Female
2024,2674,7447,gulab chander barma,BANDA,Rashtra Uday Party,0,Graduate,"Rs 7,97,981~ 7 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2675,6924,gulab dayaram bhil,RAVER,Bharat Adivasi Party,0,12th Pass,,,,Maharashtra,Male
2024,2676,7341,gulab mohan barde,DINDORI,Prabuddha Republican Party,0,Literate,"Rs 3,81,000~ 3 Lacs+",Rs 0~,,Maharashtra,Male
2024,2677,9508,gulab prasad,PATNA SAHIB,Loktantrik Samajwadi Party,0,Graduate,"Rs 27,20,000~ 27 Lacs+",Rs 0~,,Bihar,Male
2024,2678,606,gulab singh,JABALPUR,IND,0,8th Pass,"Rs 5,150~ 5 Thou+",Rs 0~,,Madhya Pradesh,Male
2024,2679,8416,gulab singh narwal,AMBALA,Peoples Party of India (Democratic),0,Doctorate,"Rs 2,43,50,444~ 2 Crore+","Rs 14,80,000~ 14 Lacs+",,Haryana,Male
2024,2680,4112,gulab yadav,JHANJHARPUR,BSP,2,Literate,,,,Bihar,Male
2024,2681,3602,gulabsinh somsinh chauhan,PANCHMAHAL,INC,0,Graduate,"Rs 1,57,16,368~ 1 Crore+","Rs 7,56,288~ 7 Lacs+",,Gujarat,Male
2024,2682,4077,guleshwar painkra,RAIGARH,Bhartiya Shakti Chetna Party,0,Graduate,"Rs 3,03,000~ 3 Lacs+",Rs 0~,,Chhattisgarh,Male
2024,2683,8184,guljar singh,CHANDNI CHOWK,Peoples Party of India (Democratic),0,Graduate,"Rs 1,03,61,237~ 1 Crore+",Rs 0~,,NCT OF Delhi,Male
2024,2684,4196,gulshan akhter,ANANTNAG-RAJOURI,IND,0,Post Graduate,"Rs 2,50,000~ 2 Lacs+",Rs 0~,,Jammu and Kashmir,Female
2024,2685,8597,gulshan kashyap,KARNAL,IND,0,Post Graduate,,,,Haryana,Male
2024,2686,5099,gumma thanuja rani,ARAKU,YSRCP,0,Graduate Professional,"Rs 23,54,678~ 23 Lacs+",Rs 0~,,Andhra Pradesh,Female
2024,2687,7946,gunadhar sing,JHARGRAM,IND,0,Graduate Professional,"Rs 92,06,486~ 92 Lacs+","Rs 1,118~ 1 Thou+",,West Bengal,Male
2024,2688,793,gunasekaran. k,VILUPPURAM,IND,0,Illiterate,Nil,Rs 0~,,Tamil Nadu,Male
2024,2689,1691,gunjan kumar,NAWADA,IND,0,12th Pass,"Rs 5,70,65,762~ 5 Crore+","Rs 20,00,000~ 20 Lacs+",,Bihar,Male
2024,2690,635,gunjan singh,SHAHDOL,IND,0,8th Pass,,,,Madhya Pradesh,Male
2024,2691,495,gunwant harichandra somkuwar,NAGPUR,Bharatheeya Jawan Kisan Party,0,12th Pass,"Rs 45,57,500~ 45 Lacs+","Rs 7,00,000~ 7 Lacs+",,Maharashtra,Male
2024,2692,9288,gurbachan singh,PATIALA,IND,0,Graduate Professional,"Rs 73,59,000~ 73 Lacs+",Rs 0~,,Punjab,Male
2024,2693,8937,gurbaksh singh chauhan,FARIDKOT,BSP,0,10th Pass,"Rs 88,78,000~ 88 Lacs+",Rs 0~,,Punjab,Male
2024,2694,8947,gurbarn singh,BATHINDA,IND,0,Post Graduate,"Rs 8,16,64,949~ 8 Crore+","Rs 3,73,78,234~ 3 Crore+",,Punjab,Male
2024,2695,9261,gurcharan singh,FIROZPUR,IND,0,8th Pass,,,,Punjab,Male
2024,2696,9657,gurcharan singh bhullar,FIROZPUR,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),2,10th Pass,"Rs 2,83,70,060~ 2 Crore+",Rs 0~,,Punjab,Male
2024,2697,9259,gurcharan singh mann,FARIDKOT,CPI,0,Post Graduate,"Rs 3,21,86,663~ 3 Crore+",Rs 0~,,Punjab,Male
2024,2698,8897,gurdeep singh bittu,JALANDHAR,IND,0,5th Pass,"Rs 11,77,000~ 11 Lacs+",Rs 0~,,Punjab,Male
2024,2699,9168,gurdeep singh kahlon,LUDHIANA,IND,4,Graduate Professional,"Rs 31,70,000~ 31 Lacs+",Rs 0~,,Punjab,Male
2024,2700,9161,gurdial singh,KHADOOR SAHIB,CPI,0,10th Pass,,,,Punjab,Male
2024,2701,9659,gurinder singh,GURDASPUR,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1,Graduate,"Rs 7,86,78,283~ 7 Crore+","Rs 28,29,831~ 28 Lacs+",,Punjab,Male
2024,2702,9130,gurinder singh sabhi gill,AMRITSAR,IND,0,Graduate,"Rs 46,000~ 46 Thou+",Rs 0~,,Punjab,Male
2024,2703,8734,gurjeet singh aujla,AMRITSAR,INC,0,Graduate,"Rs 5,35,08,591~ 5 Crore+","Rs 1,37,81,750~ 1 Crore+",,Punjab,Male
2024,2704,9242,gurmeet singh,FARIDKOT,IND,0,12th Pass,"Rs 1,25,000~ 1 Lacs+",Rs 0~,,Punjab,Male
2024,2705,8730,gurmeet singh hayer,SANGRUR,AAP,2,Graduate Professional,,,,Punjab,Male
2024,2706,9186,gurmeet singh kharay,LUDHIANA,IND,0,Post Graduate,"Rs 1,64,35,000~ 1 Crore+",Rs 0~,,Punjab,Male
2024,2707,8754,gurmeet singh khudian,BATHINDA,AAP,0,10th Pass,"Rs 3,01,54,754~ 3 Crore+",Rs 0~,,Punjab,Male
2024,2708,8942,gurmeet singh s/o gurdev singh,BATHINDA,IND,0,5th Pass,"Rs 8,43,000~ 8 Lacs+",Rs 0~,,Punjab,Male
2024,2709,9640,gurmit singh,ANANDPUR SAHIB,IND,0,8th Pass,"Rs 1,02,40,601~ 1 Crore+",Rs 0~,,Punjab,Male
2024,2710,8753,gurmit singh sodhi,FIROZPUR,BJP,1,10th Pass,,,,Punjab,Male
2024,2711,9226,gurpreet kaur bajwa,GURDASPUR,IND,0,12th Pass,"Rs 25,000~ 25 Thou+",Rs 0~,,Punjab,Female
2024,2712,9277,gurpreet singh,FIROZPUR,IND,0,Illiterate,"Rs 2,42,766~ 2 Lacs+",Rs 0~,,Punjab,Male
2024,2713,9149,gurpreet singh,KHADOOR SAHIB,IND,0,5th Pass,"Rs 88,500~ 88 Thou+",Rs 0~,,Punjab,Male
2024,2714,8411,gurpreet singh,AMBALA,Indian National Lok Dal,0,Graduate Professional,"Rs 2,45,50,000~ 2 Crore+","Rs 14,00,000~ 14 Lacs+",,Haryana,Male
2024,2715,8747,gurpreet singh gp,FATEHGARH SAHIB,AAP,0,12th Pass,,,,Punjab,Male
2024,2716,9121,gurpreet singh rattan,AMRITSAR,Republican Party of India (Athawale),0,Graduate Professional,"Rs 22,36,332~ 22 Lacs+",Rs 0~,,Punjab,Male
2024,2717,8949,gurpreet singh urf preet ghaint,BATHINDA,Jan Sewa Driver Party,2,5th Pass,"Rs 13,47,573~ 13 Lacs+","Rs 4,85,000~ 4 Lacs+",,Punjab,Male
2024,2718,5398,gurrapu machander,ZAHIRABAD,All India Forward Bloc,0,Graduate Professional,"Rs 2,84,19,000~ 2 Crore+",Rs 0~,,Telangana,Male
2024,2719,9385,guru charan hembram,MAYURBHANJ,Bharatheeya Jawan Kisan Party,0,Graduate,"Rs 32,28,000~ 32 Lacs+","Rs 18,84,093~ 18 Lacs+",,Odisha,Male
2024,2720,7824,gurudas ramdas khairnar,MUMBAI NORTH,IND,1,8th Pass,,,,Maharashtra,Male
2024,2721,5125,gurumoorthy maddila,THIRUPATHI,YSRCP,0,Graduate Professional,"Rs 1,32,49,134~ 1 Crore+","Rs 10,97,657~ 10 Lacs+",,Andhra Pradesh,Male
2024,2722,5569,guyya saikrishna murthy,NIZAMABAD,Yuga Thulasi Party,0,Graduate Professional,"Rs 10,000~ 10 Thou+",Rs 0~,,Telangana,Male
2024,2723,8429,gyan chand bainsla,FARIDABAD,Samrat Mihir Bhoj Samaj Party,0,5th Pass,"Rs 22,25,600~ 22 Lacs+",Rs 0~,,Haryana,Male
2024,2724,8582,gyan sagar prasad,JAMSHEDPUR,IND,0,12th Pass,"Rs 8,43,568~ 8 Lacs+",Rs 0~,,Jharkhand,Male
2024,2725,9432,gyanchandra bind,GHAZIPUR,IND,0,8th Pass,,,,Uttar Pradesh,Male
2024,2726,9209,gyaneshwar jha,GODDA,Jagrook Janta Party,0,Post Graduate,"Rs 2,10,41,149~ 2 Crore+","Rs 20,362~ 20 Thou+",,Jharkhand,Male
2024,2727,5069,gyaneshwar patil,KHANDWA,BJP,1,12th Pass,"Rs 7,22,37,099~ 7 Crore+","Rs 54,46,068~ 54 Lacs+",,Madhya Pradesh,Male
2024,2728,8526,gyaneshwar prasad,GIRIDIH,Lokhit Adhikar Party,0,8th Pass,"Rs 37,14,000~ 37 Lacs+",Rs 0~,,Jharkhand,Male
2024,2729,2700,gyaneshwar soren,KATIHAR,IND,0,Graduate Professional,"Rs 21,49,000~ 21 Lacs+",Rs 0~,,Bihar,Male
2024,2730,7503,gyani kumar sharma,SARAN,Bharatiya Ekta Dal,3,Post Graduate,,,,Bihar,Male
2024,2731,2688,gyani ram,ALIGARH,IND,0,8th Pass,"Rs 49,60,000~ 49 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2732,7875,gyanti devi,PURVI CHAMPARAN,Prabuddha Republican Party,0,8th Pass,"Rs 15,90,000~ 15 Lacs+",Rs 0~,,Bihar,Female
2024,2733,6150,h d hanumanthe gowd,HINDUPUR,IND,0,Post Graduate,"Rs 1,74,40,342~ 1 Crore+","Rs 19,32,872~ 19 Lacs+",,Andhra Pradesh,Male
2024,2734,1892,h d revanna,HASSAN,Purvanchal Mahapanchayat,0,10th Pass,"Rs 31,00,000~ 31 Lacs+","Rs 1,00,000~ 1 Lacs+",,Karnataka,Male
2024,2735,3901,h k narasimhappa,HAVERI,Samajwadi Janata Party(Karnataka),0,5th Pass,,,,Karnataka,Male
2024,2736,4002,h suresh poojari,SHIMOGA,IND,0,5th Pass,"Rs 27,959~ 27 Thou+",Rs 0~,,Karnataka,Male
2024,2737,2596,h v chandrashekar,BANGALORE RURAL,Viduthalai Chiruthaigal Katchi,0,8th Pass,"Rs 95,90,000~ 95 Lacs+","Rs 3,60,000~ 3 Lacs+",,Karnataka,Male
2024,2738,1899,h. k. krishna,MYSORE,Karunaadu Party,0,Post Graduate,"Rs 90,000~ 90 Thou+",Rs 0~,,Karnataka,Male
2024,2739,2020,h. p. shivaprakash,BANGALORE CENTRAL,SUCI(C),0,8th Pass,"Rs 9,62,214~ 9 Lacs+",Rs 0~,,Karnataka,Male
2024,2740,2651,h.d. kumaraswamy,MANDYA,Janata Dal (Secular),3,Graduate,,,,Karnataka,Male
2024,2741,2650,h.d. revanna,MANDYA,Purvanchal Mahapanchayat,0,10th Pass,"Rs 16,00,000~ 16 Lacs+","Rs 1,00,000~ 1 Lacs+",,Karnataka,Male
2024,2742,2358,h.k.swamy haradanahalli,CHAMARAJANAGAR,IND,1,12th Pass,"Rs 31,37,000~ 31 Lacs+","Rs 3,50,000~ 3 Lacs+",,Karnataka,Male
2024,2743,2667,h.l. mohan kumar,TUMKUR,IND,0,8th Pass,"Rs 9,58,002~ 9 Lacs+",Rs 0~,,Karnataka,Male
2024,2744,2978,h.r.nataraj,BANGALORE NORTH,IND,1,Others,"Rs 17,55,79,225~ 17 Crore+","Rs 2,67,00,000~ 2 Crore+",,Karnataka,Male
2024,2745,3683,habib saikh,MURSHIDABAD,All India Secular Front,0,10th Pass,,,,West Bengal,Male
2024,2746,8143,hafiz ali,BASTI,All India Forward Bloc,3,Graduate Professional,"Rs 1,21,74,618~ 1 Crore+","Rs 4,61,35,930~ 4 Crore+",,Uttar Pradesh,Male
