Year,Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Constituency Type,State,Gender
2024,2399,5946,erugurala bhagyalaxmi,PEDDAPALLE,Pyramid Party of India,0,Post Graduate,"Rs 2,35,500~ 2 Lacs+",Rs 0~,,Telangana,Female
2024,2400,5917,erukulla raja narsaiah,PEDDAPALLE,BSP,0,Graduate,,,,Telangana,Male
2024,2401,1435,esai mathivanan,TENKASI,Naam Tamilar Katchi,9,Graduate Professional,"Rs 3,88,997~ 3 Lacs+","Rs 1,12,000~ 1 Lacs+",,Tamil Nadu,Male
2024,2402,933,esakkimuthu n,KANNIYAKUMARI,IND,0,12th Pass,"Rs 10,95,769~ 10 Lacs+","Rs 3,10,000~ 3 Lacs+",,Tamil Nadu,Male
2024,2403,558,esakkimuthu v,THOOTHUKKUDI,IND,1,8th Pass,"Rs 4,07,200~ 4 Lacs+","Rs 70,000~ 70 Thou+",,Tamil Nadu,Male
2024,2404,5249,eshwar koppula,PEDDAPALLE,BRS,0,Graduate,"Rs 5,22,60,760~ 5 Crore+","Rs 2,03,56,977~ 2 Crore+",,Telangana,Male
2024,2405,3394,eshwara,DAVANAGERE,Uttama Prajaakeeya Party,0,Literate,,,,Karnataka,Male
2024,2406,1538,eshwaran c,KRISHNAGIRI,IND,0,8th Pass,"Rs 16,37,737~ 16 Lacs+","Rs 14,89,600~ 14 Lacs+",,Tamil Nadu,Male
2024,2407,1197,eswarasamy k,POLLACHI,IND,0,Others,"Rs 1,41,10,000~ 1 Crore+","Rs 7,90,000~ 7 Lacs+",,Tamil Nadu,Male
2024,2408,174,eswarasamy k,POLLACHI,DMK,1,10th Pass,"Rs 34,52,76,957~ 34 Crore+","Rs 9,45,57,521~ 9 Crore+",,Tamil Nadu,Male
2024,2409,8814,ex-assistant commandant ranpreet singh alias r. p. singh,CHANDIGARH,IND,0,Post Graduate,"Rs 4,84,70,767~ 4 Crore+","Rs 4,94,186~ 4 Lacs+",,Chandigarh,Male
2024,2410,701,ezhil arasu m,ARANI,IND,0,Post Graduate,,,,Tamil Nadu,Male
2024,2411,1621,ezhil selvan p,NAMAKKAL,Tamilaga Makkal Thannurimai Katchi,0,Graduate Professional,"Rs 1,56,65,722~ 1 Crore+","Rs 1,20,00,000~ 1 Crore+",,Tamil Nadu,Male
2024,2412,1452,ezhilarasan s,THANJAVUR,IND,0,10th Pass,"Rs 89,33,684~ 89 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,2413,1284,ezhilarasi,SIVAGANGA,Naam Tamilar Katchi,0,Post Graduate,"Rs 87,10,697~ 87 Lacs+","Rs 41,71,000~ 41 Lacs+",,Tamil Nadu,Female
2024,2414,7,faggan singh kulaste,MANDLA,BJP,0,Post Graduate,"Rs 5,35,26,381~ 5 Crore+","Rs 33,80,099~ 33 Lacs+",,Madhya Pradesh,Male
2024,2415,492,fahim shamim khan,NAGPUR,Minorities Democratic Party,3,10th Pass,,,,Maharashtra,Male
2024,2416,2224,fakira md,RAIGANJ,IND,0,8th Pass,"Rs 88,447~ 88 Thou+",Rs 0~,,West Bengal,Male
2024,2417,7631,fareed salmani,FAIZABAD,IND,0,8th Pass,"Rs 11,16,000~ 11 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2418,2872,farid quraishi,MAHASAMUND,Gondvana Gantantra Party,0,Graduate,"Rs 74,129~ 74 Thou+","Rs 5,00,000~ 5 Lacs+",,Chhattisgarh,Male
2024,2419,870,farman,BIJNOR,Majloom Samaj Party,0,10th Pass,"Rs 92,77,000~ 92 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2420,7583,farooq ahmad bhat,BARAMULLA,National Youth Party,0,8th Pass,,,,Jammu and Kashmir,Male
2024,2421,3923,faruk khan,DHUBRI,IND,1,Graduate,"Rs 32,19,196~ 32 Lacs+","Rs 48,797~ 48 Thou+",,Assam,Male
2024,2422,8467,fauji jai kawar tyagi (dixit),GURGAON,IND,0,8th Pass,"Rs 1,13,39,76,242~ 113 Crore+",Rs 0~,,Haryana,Male
2024,2423,6323,fayaz ahmad butt,SRINAGAR,IND,0,8th Pass,"Rs 50,39,670~ 50 Lacs+","Rs 56,50,788~ 56 Lacs+",,Jammu and Kashmir,Male
2024,2424,366,fazal hussain,ALWAR,BSP,1,Graduate Professional,"Rs 11,99,74,900~ 11 Crore+","Rs 4,87,94,900~ 4 Crore+",,Rajasthan,Male
2024,2425,691,"ferozkhan, a.",ARANI,IND,0,Post Graduate,,,,Tamil Nadu,Male
2024,2426,7575,firdous ahmad bhat,BARAMULLA,IND,0,Post Graduate,"Rs 50,000~ 50 Thou+",Rs 0~,,Jammu and Kashmir,Male
2024,2427,3179,firoj khan,KHAJURAHO,IND,3,12th Pass,"Rs 75,61,086~ 75 Lacs+","Rs 1,27,000~ 1 Lacs+",,Madhya Pradesh,Male
2024,2428,9044,firoza khatun,KOLKATA DAKSHIN,BSP,0,5th Pass,"Rs 51,10,125~ 51 Lacs+",Rs 0~,,West Bengal,Female
2024,2429,595,fogal bansod,CHHINDWARA,Republican Party of India (A),0,5th Pass,"Rs 94,000~ 94 Thou+",Rs 0~,,Madhya Pradesh,Male
2024,2430,2938,fojaram,JALORE,Indian Peoples Green Party,1,8th Pass,,,,Rajasthan,Male
2024,2431,9282,foji angrej singh warwal,FIROZPUR,IND,1,Graduate,"Rs 49,45,000~ 49 Lacs+",Rs 0~,,Punjab,Male
2024,2432,619,foji vijay haldkar (ex-army),JABALPUR,IND,0,Graduate,"Rs 75,12,000~ 75 Lacs+","Rs 2,00,000~ 2 Lacs+",,Madhya Pradesh,Male
2024,2433,8402,fulachandr,JAUNPUR,Moulik Adhikar Party,0,8th Pass,"Rs 16,37,218~ 16 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2434,694,g dhamodharan,ARANI,IND,0,5th Pass,"Rs 1,000~ 1 Thou+",Rs 0~,,Tamil Nadu,Male
2024,2435,8579,g jayram das,JAMSHEDPUR,IND,0,Post Graduate,,,,Jharkhand,Male
2024,2436,5300,g m harish (balayogi),AMALAPURAM,TDP,0,Graduate Professional,"Rs 10,53,89,128~ 10 Crore+","Rs 1,99,712~ 1 Lacs+",,Andhra Pradesh,Male
2024,2437,7061,g mallesham goud,CHEVELLA,IND,3,Post Graduate,"Rs 6,40,00,000~ 6 Crore+","Rs 10,00,000~ 10 Lacs+",,Telangana,Male
2024,2438,1405,g mylsamy,ERODE,IND,0,10th Pass,"Rs 59,75,000~ 59 Lacs+","Rs 30,000~ 30 Thou+",,Tamil Nadu,Male
2024,2439,1981,g n ravi,CHIKKBALLAPUR,IND,0,Others,"Rs 80,52,000~ 80 Lacs+","Rs 3,00,000~ 3 Lacs+",,Karnataka,Male
2024,2440,3054,g n. kodandareddy,CHIKKBALLAPUR,IND,0,Post Graduate,,,,Karnataka,Male
2024,2441,182,g premkumar,SRIPERUMBUDUR,AIADMK,1,Post Graduate,"Rs 8,60,96,774~ 8 Crore+","Rs 50,35,763~ 50 Lacs+",,Tamil Nadu,Male
2024,2442,1327,g ramkumar,SRIPERUMBUDUR,IND,0,Post Graduate,"Rs 23,07,737~ 23 Lacs+","Rs 12,81,012~ 12 Lacs+",,Tamil Nadu,Male
2024,2443,1630,g selvaraj,RAMANATHAPURAM,Puthiya Makkal Tamil Desam Katchi,0,12th Pass,"Rs 68,13,000~ 68 Lacs+","Rs 55,00,000~ 55 Lacs+",,Tamil Nadu,Male
2024,2444,1753,g shanmugam,VELLORE,IND,0,5th Pass,"Rs 40,49,000~ 40 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,2445,1882,g subramani shetty,CHIKKBALLAPUR,Karnataka Rashtra Samithi,0,12th Pass,,,,Karnataka,Male
2024,2446,536,g sudhakar,ARAKKONAM,IND,0,10th Pass,"Rs 1,27,583~ 1 Lacs+","Rs 1,73,419~ 1 Lacs+",,Tamil Nadu,Male
2024,2447,64,g thamizhvendan,PUDUCHERRY,AIADMK,1,Others,"Rs 2,50,42,000~ 2 Crore+","Rs 1,52,08,000~ 1 Crore+",,Puducherry,Male
2024,2448,4398,g. jayadeva,SHIMOGA,IND,0,10th Pass,"Rs 1,37,200~ 1 Lacs+",Rs 0~,,Karnataka,Male
2024,2449,5251,g. kishan reddy,SECUNDERABAD,BJP,0,Others,"Rs 19,22,41,721~ 19 Crore+","Rs 1,63,00,000~ 1 Crore+",,Telangana,Male
2024,2450,3585,g. kumar naik,RAICHUR,INC,0,Graduate Professional,,,,Karnataka,Male
2024,2451,557,g. pichamuthu,CUDDALORE,IND,0,5th Pass,"Rs 12,56,045~ 12 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,2452,4376,g. swamy,BELLARY,Navabharath Sena,0,10th Pass,"Rs 15,30,000~ 15 Lacs+","Rs 1,40,000~ 1 Lacs+",,Karnataka,Male
2024,2453,6735,g.a.n. anand,VISAKHAPATNAM,IND,0,Graduate,"Rs 2,000~ 2 Thou+",Rs 0~,,Andhra Pradesh,Male
2024,2454,2056,g.d.rajagopal (h.d.kote),CHAMARAJANAGAR,IND,0,12th Pass,"Rs 1,83,000~ 1 Lacs+",Rs 0~,,Karnataka,Male
2024,2455,4379,g.m. barkath ali basha,DAVANAGERE,IND,0,Illiterate,,,,Karnataka,Male
2024,2456,4421,g.m. gayitri,DAVANAGERE,IND,0,Literate,"Rs 6,76,000~ 6 Lacs+","Rs 40,000~ 40 Thou+",,Karnataka,Male
2024,2457,1475,g.malarvizhi,TIRUPPUR,Rashtriya Samaj Paksha,0,Others,"Rs 17,97,500~ 17 Lacs+","Rs 10,50,000~ 10 Lacs+",,Tamil Nadu,Male
2024,2458,3055,g.n.venkatesh,CHIKKBALLAPUR,IND,0,Graduate Professional,"Rs 26,32,000~ 26 Lacs+","Rs 1,50,000~ 1 Lacs+",,Karnataka,Male
2024,2459,1033,g.omprakash,CHENNAI CENTRAL,IND,0,Graduate Professional,"Rs 5,89,000~ 5 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,2460,3422,g.s.gayithri,DAVANAGERE,BJP,0,12th Pass,,,,Karnataka,Male
2024,2461,5909,g.v.ramana reddy,ANANTHAPUR,IND,1,12th Pass,"Rs 5,14,19,000~ 5 Crore+","Rs 6,40,000~ 6 Lacs+",,Andhra Pradesh,Male
2024,2462,5598,gadda sathish,KARIMNAGAR,IND,0,Graduate,"Rs 2,21,500~ 2 Lacs+",Rs 0~,,Telangana,Male
2024,2463,5611,gaddam chiranjeevi,WARANGAL,IND,0,5th Pass,"Rs 41,000~ 41 Thou+",Rs 0~,,Telangana,Male
2024,2464,5470,gaddam harish goud,HYDERABAD,Dharma Samaj Party,0,Graduate Professional,"Rs 3,32,500~ 3 Lacs+",Rs 0~,,Telangana,Male
2024,2465,5957,gaddam maruthi,PEDDAPALLE,IND,0,5th Pass,,,,Telangana,Male
2024,2466,5885,gaddam vijay,NAGARKURNOOL,Bahujan Mukti Party,1,Graduate,"Rs 10,10,000~ 10 Lacs+",Rs 0~,,Telangana,Male
2024,2467,6053,gadde vijaya lakshmi,BAPATLA,IND,0,10th Pass,"Rs 15,000~ 15 Thou+",Rs 0~,,Andhra Pradesh,Male
2024,2468,3930,gaddigoudar parvatgouda chandangouda,BAGALKOT,BJP,0,Graduate Professional,"Rs 7,58,55,750~ 7 Crore+","Rs 2,44,46,219~ 2 Crore+",,Karnataka,Male
2024,2469,3862,gade sanjay kondiba,SATARA,IND,1,12th Pass,"Rs 43,71,600~ 43 Lacs+","Rs 2,50,000~ 2 Lacs+",,Maharashtra,Male
2024,2470,5812,gadila anjaneyulu,MEDAK,IND,1,Graduate,,,,Telangana,Male
2024,2471,6489,gaffarkhan jabbarkhan pathan,BEED,IND,0,8th Pass,"Rs 7,24,000~ 7 Lacs+","Rs 80,000~ 80 Thou+",,Maharashtra,Male
2024,2472,8973,gagan prakash yadav,VARANASI,Apna Dal (Kamerawadi),5,Graduate Professional,"Rs 1,09,41,817~ 1 Crore+","Rs 13,73,000~ 13 Lacs+",,Uttar Pradesh,Male
2024,2473,9115,gagandeep,AMRITSAR,IND,0,12th Pass,"Rs 4,00,051~ 4 Lacs+","Rs 15,80,000~ 15 Lacs+",,Punjab,Male
2024,2474,5555,gaggera venkata ramanaiah,NANDYAL,IND,4,8th Pass,"Rs 93,00,000~ 93 Lacs+","Rs 81,82,000~ 81 Lacs+",,Andhra Pradesh,Male
2024,2475,673,gaikwad manjusha sachin,RAMTEK,Akhil Bhartiya Parivar Party,0,Graduate,,,,Maharashtra,Female
2024,2476,6859,gaikwad niloba changadeo,SHIRUR,IND,0,Graduate Professional,"Rs 39,63,245~ 39 Lacs+",Rs 0~,,Maharashtra,Male
2024,2477,7096,gaikwad varsha eknath,MUMBAI NORTH - CENTRAL,INC,7,Post Graduate,"Rs 7,68,48,656~ 7 Crore+","Rs 1,01,60,000~ 1 Crore+",,Maharashtra,Female
2024,2478,3258,gajanan dattaramji dhumal,NANDED,IND,0,Graduate,"Rs 10,75,000~ 10 Lacs+",Rs 0~,,Maharashtra,Male
2024,2479,3311,gajanan dhondba dal,HINGOLI,BSP,0,Post Graduate,"Rs 71,00,000~ 71 Lacs+",Rs 0~,,Maharashtra,Male
2024,2480,3342,gajanan janardan dhande,BULDHANA,IND,0,12th Pass,,,,Maharashtra,Male
2024,2481,4023,gajanan l. pujari,CHIKKODI,IND,0,Graduate Professional,"Rs 71,97,879~ 71 Lacs+","Rs 13,00,501~ 13 Lacs+",,Karnataka,Male
2024,2482,7488,gajanan tukaram sonkamble,MUMBAI NORTH - WEST,IND,0,Graduate,"Rs 1,78,627~ 1 Lacs+",Rs 0~,,Maharashtra,Male
2024,2483,4826,gajanan uttam gawali (patil),BARAMATI,IND,0,10th Pass,"Rs 24,05,169~ 24 Lacs+",Rs 0~,,Maharashtra,Male
2024,2484,4482,gajanand kushwah,GUNA,IND,0,Post Graduate,"Rs 2,53,93,995~ 2 Crore+","Rs 2,98,400~ 2 Lacs+",,Madhya Pradesh,Male
2024,2485,1838,gajendra,CHITTORGARH,IND,0,5th Pass,,,,Rajasthan,Male
2024,2486,7498,gajendra prasad chaursiya,SARAN,Janhit Kisan Party,0,12th Pass,"Rs 14,50,000~ 14 Lacs+",Rs 0~,,Bihar,Male
2024,2487,4795,gajendra singh,GWALIOR,IND,0,Graduate Professional,"Rs 1,39,70,776~ 1 Crore+","Rs 29,72,021~ 29 Lacs+",,Madhya Pradesh,Male
2024,2488,6416,gajendra singh patel,KHARGONE,BJP,0,Graduate Professional,"Rs 9,98,24,946~ 9 Crore+","Rs 44,97,445~ 44 Lacs+",,Madhya Pradesh,Male
2024,2489,1843,gajendra singh shekhawat,JODHPUR,BJP,0,Post Graduate,"Rs 19,30,27,658~ 19 Crore+","Rs 1,98,62,350~ 1 Crore+",,Rajasthan,Male
2024,2490,685,"gajendran, g.v.",ARANI,AIADMK,1,Graduate,,,,Tamil Nadu,Male
2024,2491,9641,gajjan singh,ANANDPUR SAHIB,IND,2,10th Pass,"Rs 3,49,35,488~ 3 Crore+","Rs 54,89,014~ 54 Lacs+",,Punjab,Male
2024,2492,5536,gajula shalimiya,NANDYAL,Anna YSR Congress Party,0,5th Pass,"Rs 16,70,000~ 16 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,2493,6679,gajula soma sekhar,NELLORE,Jai Bharat National Party,0,12th Pass,"Rs 29,58,995~ 29 Lacs+","Rs 27,56,904~ 27 Lacs+",,Andhra Pradesh,Male
2024,2494,5886,galimudi geetha,NAGARKURNOOL,IND,0,10th Pass,"Rs 11,84,500~ 11 Lacs+","Rs 50,000~ 50 Thou+",,Telangana,Female
2024,2495,6949,galphade arjun bhagwanrao,AURANGABAD,Rashtriya Kisan Bahujan Party,1,Graduate,,,,,Male
2024,2496,6728,ganapathi. jagadeeswara rao (jagadeesh),VISAKHAPATNAM,Jai Maha Bharath Party,0,Post Graduate,"Rs 17,36,804~ 17 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,2497,1352,ganapathy rajkumar p,COIMBATORE,DMK,1,Doctorate,"Rs 89,03,97,608~ 89 Crore+","Rs 3,32,84,669~ 3 Crore+",,Tamil Nadu,Male
2024,2498,3408,ganapati hegde,UTTARA KANNADA,SUCI(C),0,10th Pass,"Rs 5,25,655~ 5 Lacs+",Rs 0~,,Karnataka,Male
2024,2499,3388,ganapati rathod (hanjagi),BIJAPUR,Karnataka Rashtra Samithi,1,Literate,"Rs 28,82,500~ 28 Lacs+","Rs 5,10,000~ 5 Lacs+",,Karnataka,Male
2024,2500,1696,ganauri pandit,NAWADA,Peoples Party of India (Democratic),1,Doctorate,,,,Bihar,Male
2024,2501,6663,gandhi dhanekula,MACHILIPATNAM,IND,0,10th Pass,"Rs 21,00,000~ 21 Lacs+","Rs 96,000~ 96 Thou+",,Andhra Pradesh,Male
2024,2502,1740,gandhimallar s m,THOOTHUKKUDI,IND,3,10th Pass,"Rs 12,13,500~ 12 Lacs+","Rs 20,000~ 20 Thou+",,Tamil Nadu,Male
2024,2503,6745,gandikota rajesh,VISAKHAPATNAM,Navataram Party,0,Graduate,"Rs 6,90,000~ 6 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,2504,3022,ganesh,CHITRADURGA,IND,0,Illiterate,"Rs 5,15,500~ 5 Lacs+",Rs 0~,,Karnataka,Male
2024,2505,7411,ganesh balasaheb boraste,NASHIK,IND,1,Others,,,,Maharashtra,Male
2024,2506,5963,ganesh bhargavi gunde,SECUNDERABAD,Jai Bharat National Party,0,Post Graduate,"Rs 97,600~ 97 Thou+","Rs 43,50,000~ 43 Lacs+",,Telangana,Female
2024,2507,2365,ganesh choudhary,JAMMU,Hindustan Shakti Sena,1,8th Pass,"Rs 7,70,000~ 7 Lacs+",Rs 0~,,Jammu and Kashmir,Male
2024,2508,982,ganesh godiyal,GARHWAL,INC,0,Graduate,"Rs 5,42,29,805~ 5 Crore+","Rs 1,74,00,000~ 1 Crore+",,Uttarakhand,Male
2024,2509,2230,ganesh kumar kushawaha,BANKA,Samata Party,1,Literate,"Rs 55,73,000~ 55 Lacs+","Rs 1,00,000~ 1 Lacs+",,Bihar,Male
2024,2510,680,"ganesh kumar, u.",ARANI,IND,0,Graduate Professional,,,,Tamil Nadu,Male
2024,2511,1852,ganesh meena,TONK-SAWAI MADHOPUR,Indian Peoples Green Party,0,10th Pass,"Rs 3,54,000~ 3 Lacs+",Rs 0~,,Rajasthan,Male
2024,2512,3317,ganesh nanaji ramteke,AMRAVATI,Akhil Bhartiya Parivar Party,0,Post Graduate,"Rs 17,65,870~ 17 Lacs+",Rs 0~,,Maharashtra,Male
2024,2513,7538,ganesh ram,JHANSI,IND,0,Graduate,"Rs 21,60,000~ 21 Lacs+","Rs 4,90,473~ 4 Lacs+",,Uttar Pradesh,Male
2024,2514,2871,ganesh ram dhruw,MAHASAMUND,Hamar Raj Party,0,8th Pass,"Rs 4,15,593~ 4 Lacs+","Rs 1,00,000~ 1 Lacs+",,Chhattisgarh,Male
2024,2515,6258,ganesh ravi,PALAMU,IND,0,12th Pass,,,,Jharkhand,Male
2024,2516,1836,ganesh singh,SATNA,BJP,3,Post Graduate,"Rs 9,46,81,128~ 9 Crore+","Rs 2,28,64,373~ 2 Crore+",,Madhya Pradesh,Male
2024,2517,3815,ganesh. b (belli),SHIMOGA,IND,2,12th Pass,"Rs 1,04,63,055~ 1 Crore+","Rs 75,000~ 75 Thou+",,Karnataka,Male
2024,2518,1171,ganeshamoorthi a,NILGIRIS,BSP,0,10th Pass,"Rs 48,41,000~ 48 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,2519,769,ganeshamoorthi g,VIRUDHUNAGAR,IND,0,Graduate Professional,"Rs 7,21,912~ 7 Lacs+","Rs 2,00,000~ 2 Lacs+",,Tamil Nadu,Male
2024,2520,6673,ganeswara rao paramata,RAJAHMUNDRY,BSP,0,Post Graduate,,,,Andhra Pradesh,Male
2024,2521,6438,ganga malviya,UJJAIN,IND,0,5th Pass,"Rs 1,72,000~ 1 Lacs+",Rs 0~,,Madhya Pradesh,Female
2024,2522,4041,ganga prasad yadav,JHANJHARPUR,IND,1,8th Pass,"Rs 23,15,500~ 23 Lacs+",Rs 0~,,Bihar,Male
2024,2523,876,ganga ram sharma,MORADABAD,Rashtriya Congress(J) Party,0,Graduate,"Rs 10,20,000~ 10 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2524,8138,gangadeen,LALGANJ,CPI,0,8th Pass,"Rs 27,30,000~ 27 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2525,5389,gangadevi mesram,ADILABAD,Dharma Samaj Party,0,10th Pass,,,,Telangana,Female
2024,2526,3578,gangadhar badiger,HAVERI,SUCI(C),0,Graduate Professional,"Rs 80,260~ 80 Thou+",Rs 0~,,Karnataka,Male
2024,2527,2046,gangadhar bahujan,HASSAN,BSP,0,Post Graduate,"Rs 50,64,100~ 50 Lacs+","Rs 20,000~ 20 Thou+",,Karnataka,Male
2024,2528,6559,gangadhar haribhau kolekar,AHMEDNAGAR,IND,1,12th Pass,"Rs 15,03,983~ 15 Lacs+",Rs 0~,,Maharashtra,Male
2024,2529,6361,gangadhar jal,KALAHANDI,IND,0,Graduate,"Rs 4,81,14,562~ 4 Crore+","Rs 20,00,000~ 20 Lacs+",,Odisha,Male
2024,2530,6870,gangadhar rajaram kadam,SHIRDI,IND,0,Graduate,,,,Maharashtra,Male
2024,2531,5709,gangireddy koti reddy,KHAMMAM,IND,0,Graduate,Nil,Rs 0~,,Telangana,Male
2024,2532,7002,ganipaka pradeep,WARANGAL,IND,0,Post Graduate,"Rs 21,000~ 21 Thou+",Rs 0~,,Telangana,Male
2024,2533,6696,ganji purnima,NARSAPURAM,Republican Party of India (A),0,Graduate,"Rs 11,22,085~ 11 Lacs+","Rs 6,25,000~ 6 Lacs+",,Andhra Pradesh,Female
2024,2534,7001,gannarapu ravinder,WARANGAL,IND,0,12th Pass,"Rs 3,07,000~ 3 Lacs+","Rs 65,000~ 65 Thou+",,Telangana,Male
2024,2535,5574,ganta charitha rao,NIZAMABAD,IND,0,Post Graduate,,,,Telangana,Female
2024,2536,5504,gantlavelli rakesh,MAHBUBNAGAR,Dharma Samaj Party,0,Post Graduate,"Rs 3,61,000~ 3 Lacs+",Rs 0~,,Telangana,Male
2024,2537,5853,gara surya rao,ANAKAPALLE,IND,0,Post Graduate,"Rs 81,50,000~ 81 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,2538,8836,garib dass katoch,HAMIRPUR,IND,0,12th Pass,"Rs 1,85,90,000~ 1 Crore+","Rs 9,85,000~ 9 Lacs+",,Uttar Pradesh,Male
2024,2539,3926,garjan mashahary,KOKRAJHAR,INC,0,12th Pass,"Rs 18,52,090~ 18 Lacs+",Rs 0~,,Assam,Male
2024,2540,6708,garlapati subhash prem,NARSARAOPET,Revolutionary Socialist Party,0,Post Graduate,,,,Andhra Pradesh,Male
2024,2541,5277,garnepudi alexander sudhakar,NARSARAOPET,INC,0,Graduate Professional,"Rs 1,76,61,990~ 1 Crore+","Rs 77,80,000~ 77 Lacs+",,Andhra Pradesh,Male
2024,2542,498,garudadri anand kumar,NAGPUR,Akhil Bhartiya Parivar Party,0,Graduate,"Rs 88,65,556~ 88 Lacs+","Rs 66,08,599~ 66 Lacs+",,Maharashtra,Male
2024,2543,5606,gattaiah yadav barige,KARIMNAGAR,IND,0,10th Pass,"Rs 70,48,000~ 70 Lacs+","Rs 5,20,000~ 5 Lacs+",,Telangana,Male
2024,2544,8678,gaubhagat sumit lather,SONIPAT,IND,2,Post Graduate,"Rs 2,18,60,500~ 2 Crore+","Rs 3,80,000~ 3 Lacs+",,Haryana,Male
2024,2545,260,gaurav gogoi,JORHAT,INC,1,Post Graduate,,,,Assam,Male
2024,2546,7644,gaurav verma,LUCKNOW,Hindu Samaj Party,1,Graduate,"Rs 48,20,779~ 48 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2547,4104,gauri sankar sarania,KOKRAJHAR,AITC,0,Graduate,"Rs 83,08,494~ 83 Lacs+",Rs 0~,,Assam,Male
2024,2548,4108,gauri shankar sahu,JHANJHARPUR,IND,0,Graduate,"Rs 11,58,52,062~ 11 Crore+",Rs 0~,,Bihar,Male
2024,2549,1955,gautam alias ananta ramdas ingale,AMRAVATI,IND,0,8th Pass,"Rs 2,02,50,390~ 2 Crore+","Rs 12,33,000~ 12 Lacs+",,Maharashtra,Male
2024,2550,8312,gautam anand,SOUTH DELHI,All India Forward Bloc,0,Post Graduate,,,,NCT OF Delhi,Male
2024,2551,3334,gautam kisanrao maghade,BULDHANA,BSP,0,Graduate,"Rs 1,11,39,500~ 1 Crore+","Rs 7,70,000~ 7 Lacs+",,Maharashtra,Male
2024,2552,1697,gautam kumar babloo,NAWADA,Bhagidari Party(P),0,Graduate,"Rs 43,96,138~ 43 Lacs+",Rs 0~,,Bihar,Male
2024,2553,6578,gavade macchindra radhakisan,AHMEDNAGAR,IND,0,8th Pass,"Rs 55,55,000~ 55 Lacs+",Rs 0~,,Maharashtra,Male
2024,2554,5607,gavvala laxmi,KARIMNAGAR,IND,0,Post Graduate,"Rs 18,19,000~ 18 Lacs+","Rs 1,60,000~ 1 Lacs+",,Telangana,Female
2024,2555,7733,gawali pravin shivaji,KALYAN,Apni Prajahit Party,0,8th Pass,,,,Maharashtra,Male
2024,2556,8796,gaya prasad,BANSGAON,IND,1,10th Pass,"Rs 17,66,450~ 17 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,2557,6146,gayatri audhipudi,GUNTUR,IND,0,Graduate,"Rs 1,71,20,000~ 1 Crore+",Rs 0~,,Andhra Pradesh,Female
2024,2558,6699,gedala laxmana rao,NARSAPURAM,IND,0,10th Pass,"Rs 16,02,823~ 16 Lacs+","Rs 27,000~ 27 Thou+",,Andhra Pradesh,Male
2024,2559,5396,gedam sagar,ADILABAD,India Praja Bandhu Party,0,Graduate,"Rs 49,87,000~ 49 Lacs+","Rs 25,50,000~ 25 Lacs+",,Telangana,Male
2024,2560,4724,gediya krushanavadan hariprasadbhai,SURENDRANAGAR,IND,0,12th Pass,,,,Gujarat,Male
2024,2561,8335,geeta devi,PRATAPGARH,Bhartiya Lokmat Rashtrwadi Party,0,8th Pass,"Rs 9,40,000~ 9 Lacs+",Rs 0~,,Uttar Pradesh,Female
2024,2562,5158,geeta kora,SINGHBHUM,BJP,1,Graduate,"Rs 4,12,45,715~ 4 Crore+","Rs 62,32,289~ 62 Lacs+",,Jharkhand,Female
2024,2563,142,geeta m,KANNIYAKUMARI,Thakkam Katchi,0,Graduate,"Rs 48,37,200~ 48 Lacs+","Rs 29,56,105~ 29 Lacs+",,Tamil Nadu,Female
2024,2564,8383,geeta rani sharma,ALLAHABAD,IND,0,Graduate Professional,"Rs 5,21,29,233~ 5 Crore+","Rs 6,10,000~ 6 Lacs+",,Uttar Pradesh,Female
2024,2565,3418,geetha shivarajkumar,SHIMOGA,INC,0,Graduate,,,,Karnataka,Female
2024,2566,8749,gejja ram,FATEHGARH SAHIB,BJP,0,10th Pass,"Rs 1,19,27,482~ 1 Crore+","Rs 6,00,000~ 6 Lacs+",,Punjab,Male
2024,2567,3453,geniben nagaji thakor,BANASKANTHA,INC,1,Graduate,"Rs 85,33,965~ 85 Lacs+","Rs 6,27,886~ 6 Lacs+",,Gujarat,Female
2024,2568,4571,ghagha masihullah abdulhamid,PATAN,Social Democratic Party Of India,1,Literate,"Rs 60,18,700~ 60 Lacs+",Rs 0~,,Gujarat,Male
2024,2569,264,ghana kanta chutia,LAKHIMPUR,AITC,0,Post Graduate,"Rs 1,91,72,000~ 1 Crore+","Rs 10,59,000~ 10 Lacs+",,Assam,Male
